NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.211,0.256,14.812,19.340,0.400,0.738,0.050,0.007
2,0.252,0.232,16.689,19.919,0.540,0.741,0.243,0.018
3,0.257,0.193,17.659,21.440,0.579,0.775,0.384,0.178
4,0.158,0.118,19.620,23.588,0.672,0.818,0.545,0.435
5,0.157,0.117,20.161,23.751,0.698,0.826,0.588,0.460
6,0.147,0.117,20.797,23.848,0.731,0.830,0.616,0.461
7,0.137,0.112,21.412,24.033,0.755,0.832,0.639,0.487
8,0.116,0.109,21.960,24.251,0.772,0.835,0.659,0.513
9,0.115,0.108,22.329,24.354,0.780,0.835,0.680,0.525
10,0.112,0.106,22.756,24.446,0.788,0.839,0.700,0.530
11,0.111,0.105,22.948,24.503,0.796,0.840,0.713,0.536
12,0.105,0.097,23.145,24.772,0.803,0.848,0.724,0.557
13,0.103,0.093,23.454,25.024,0.814,0.852,0.748,0.577
14,0.102,0.089,23.541,25.479,0.817,0.857,0.755,0.614
15,0.098,0.080,23.729,26.012,0.822,0.865,0.761,0.654
16,0.096,0.080,23.881,26.164,0.824,0.867,0.774,0.656
17,0.094,0.075,24.409,26.646,0.834,0.876,0.795,0.692
18,0.094,0.073,24.496,26.709,0.836,0.876,0.800,0.698
19,0.085,0.072,24.841,26.829,0.841,0.879,0.808,0.705
20,0.079,0.071,25.163,26.860,0.848,0.881,0.816,0.708
