NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.281,0.215,13.004,17.207,0.226,0.675,0.002,0.025
2,0.207,0.203,15.518,18.391,0.497,0.673,0.189,0.083
3,0.182,0.190,16.059,20.208,0.579,0.739,0.304,0.351
4,0.168,0.134,18.261,22.549,0.669,0.796,0.519,0.550
5,0.163,0.126,18.952,22.894,0.701,0.808,0.568,0.581
6,0.161,0.124,19.878,23.295,0.722,0.824,0.626,0.594
7,0.149,0.119,20.744,23.400,0.756,0.828,0.667,0.591
8,0.145,0.118,21.111,23.498,0.766,0.829,0.698,0.587
9,0.144,0.112,21.348,23.831,0.771,0.834,0.719,0.614
10,0.143,0.112,21.491,23.848,0.776,0.836,0.726,0.615
11,0.142,0.112,21.778,23.957,0.786,0.840,0.737,0.632
12,0.142,0.105,21.875,24.035,0.789,0.845,0.746,0.638
13,0.100,0.105,22.992,24.081,0.830,0.848,0.783,0.645
14,0.097,0.104,23.183,24.234,0.836,0.852,0.792,0.648
15,0.096,0.095,23.473,24.444,0.847,0.857,0.799,0.663
16,0.095,0.094,23.598,24.562,0.850,0.859,0.802,0.673
17,0.094,0.091,23.778,24.871,0.852,0.864,0.807,0.696
18,0.092,0.092,24.042,24.917,0.858,0.866,0.816,0.698
19,0.092,0.088,24.096,25.575,0.859,0.877,0.818,0.741
20,0.092,0.087,24.202,25.599,0.863,0.878,0.821,0.740
