NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.302,0.317,11.438,16.363,0.369,0.745,0.001,0.001
2,0.246,0.216,14.456,17.027,0.608,0.724,0.197,0.070
3,0.218,0.168,15.994,19.532,0.646,0.770,0.351,0.401
4,0.166,0.163,18.624,22.019,0.680,0.812,0.515,0.590
5,0.163,0.172,19.075,22.605,0.706,0.819,0.556,0.644
6,0.127,0.155,21.326,22.793,0.754,0.823,0.661,0.656
7,0.126,0.141,21.464,23.240,0.759,0.828,0.676,0.696
8,0.125,0.138,21.696,23.601,0.774,0.832,0.696,0.714
9,0.116,0.122,22.599,23.861,0.799,0.837,0.704,0.721
10,0.105,0.120,23.457,24.137,0.824,0.842,0.721,0.739
11,0.102,0.111,23.607,24.583,0.829,0.848,0.727,0.762
12,0.101,0.104,23.845,25.013,0.833,0.855,0.742,0.782
13,0.100,0.104,24.093,25.086,0.839,0.858,0.753,0.785
14,0.097,0.096,24.488,25.333,0.845,0.863,0.784,0.791
15,0.097,0.097,24.683,25.873,0.849,0.867,0.796,0.804
16,0.097,0.096,24.756,25.985,0.851,0.869,0.799,0.810
17,0.097,0.095,24.961,26.031,0.854,0.870,0.807,0.813
18,0.095,0.095,25.257,26.041,0.858,0.870,0.828,0.813
19,0.095,0.095,25.346,26.067,0.859,0.872,0.832,0.814
20,0.095,0.093,25.442,26.282,0.863,0.876,0.836,0.821
