NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.289,0.288,11.016,15.787,0.569,0.803,0.035,0.024
2,0.227,0.262,11.983,16.779,0.582,0.779,0.289,0.142
3,0.223,0.187,13.731,18.235,0.598,0.766,0.374,0.268
4,0.206,0.200,14.566,18.747,0.627,0.786,0.501,0.348
5,0.168,0.157,17.377,19.805,0.698,0.797,0.582,0.445
6,0.149,0.156,19.781,20.173,0.732,0.807,0.678,0.494
7,0.142,0.159,20.026,21.956,0.735,0.820,0.693,0.601
8,0.141,0.156,20.423,22.378,0.748,0.820,0.716,0.631
9,0.136,0.141,20.551,23.221,0.755,0.830,0.722,0.685
10,0.125,0.134,21.800,23.503,0.761,0.836,0.804,0.709
11,0.123,0.115,21.888,23.828,0.764,0.842,0.809,0.724
12,0.121,0.080,22.666,26.890,0.772,0.880,0.838,0.857
13,0.121,0.079,22.890,26.986,0.777,0.878,0.844,0.861
14,0.120,0.080,23.080,27.279,0.780,0.884,0.849,0.867
15,0.101,0.075,24.675,27.563,0.806,0.888,0.876,0.874
16,0.096,0.074,24.921,27.865,0.810,0.892,0.883,0.879
17,0.096,0.069,24.987,28.175,0.811,0.894,0.885,0.885
18,0.094,0.067,25.109,28.290,0.813,0.895,0.887,0.888
19,0.093,0.067,25.209,28.329,0.814,0.895,0.889,0.889
20,0.091,0.066,25.290,28.412,0.816,0.896,0.891,0.890
