NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.112,0.112,19.523,25.030,0.747,0.915,0.526,0.451
2,0.114,0.086,21.989,28.869,0.757,0.921,0.676,0.731
3,0.122,0.083,23.764,29.346,0.762,0.916,0.754,0.731
4,0.105,0.078,25.355,29.631,0.795,0.919,0.808,0.738
5,0.103,0.069,25.819,29.750,0.814,0.921,0.835,0.744
6,0.100,0.064,26.615,29.895,0.834,0.921,0.862,0.756
7,0.094,0.064,27.191,29.956,0.852,0.922,0.884,0.756
8,0.076,0.057,27.928,30.326,0.862,0.924,0.886,0.770
9,0.075,0.056,28.165,31.082,0.870,0.933,0.893,0.817
10,0.073,0.056,28.477,31.165,0.877,0.935,0.908,0.815
11,0.070,0.056,28.684,31.232,0.878,0.935,0.916,0.815
12,0.070,0.056,28.877,31.248,0.882,0.936,0.920,0.817
13,0.070,0.056,28.944,31.272,0.883,0.937,0.923,0.808
14,0.063,0.056,29.222,31.306,0.889,0.937,0.931,0.812
15,0.057,0.053,29.429,31.462,0.891,0.939,0.932,0.817
16,0.055,0.052,29.595,31.522,0.894,0.940,0.935,0.818
17,0.055,0.050,29.801,31.751,0.899,0.940,0.941,0.823
18,0.047,0.048,30.130,32.149,0.903,0.945,0.950,0.827
19,0.047,0.048,30.260,32.174,0.905,0.945,0.946,0.828
20,0.041,0.048,30.369,32.180,0.907,0.945,0.948,0.828
