NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.264,0.275,9.115,13.406,0.233,0.568,0.017,0.053
2,0.233,0.265,11.654,15.526,0.349,0.636,0.268,0.168
3,0.235,0.196,12.832,16.285,0.404,0.674,0.416,0.267
4,0.238,0.190,13.193,16.704,0.423,0.675,0.481,0.328
5,0.246,0.173,14.932,16.925,0.497,0.696,0.527,0.366
6,0.229,0.167,15.981,17.048,0.508,0.700,0.611,0.373
7,0.152,0.196,17.290,17.864,0.546,0.728,0.665,0.470
8,0.155,0.168,17.760,18.960,0.575,0.747,0.710,0.573
9,0.155,0.165,17.917,19.736,0.586,0.767,0.720,0.638
10,0.154,0.160,18.001,20.165,0.591,0.773,0.726,0.666
11,0.149,0.146,18.322,21.432,0.601,0.790,0.743,0.735
12,0.145,0.138,18.592,21.950,0.610,0.798,0.753,0.762
13,0.144,0.137,18.979,22.005,0.620,0.799,0.769,0.764
14,0.143,0.137,19.028,22.049,0.622,0.799,0.773,0.766
15,0.143,0.129,19.169,22.278,0.625,0.797,0.776,0.777
16,0.145,0.127,19.451,22.471,0.632,0.801,0.789,0.784
17,0.145,0.124,19.558,22.833,0.638,0.807,0.792,0.804
18,0.144,0.116,19.624,23.427,0.640,0.818,0.795,0.826
19,0.143,0.115,19.681,23.537,0.643,0.821,0.797,0.832
20,0.144,0.114,19.697,23.597,0.644,0.822,0.798,0.833
