NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.179,0.153,16.349,20.538,0.513,0.803,0.187,0.089
2,0.176,0.145,19.837,25.149,0.680,0.876,0.485,0.582
3,0.138,0.118,21.087,25.892,0.722,0.880,0.561,0.607
4,0.125,0.116,21.725,26.072,0.738,0.886,0.598,0.645
5,0.114,0.088,23.110,27.249,0.765,0.897,0.673,0.713
6,0.104,0.086,23.576,27.299,0.767,0.898,0.712,0.715
7,0.103,0.085,23.711,27.370,0.771,0.897,0.725,0.718
8,0.105,0.072,24.339,27.935,0.789,0.908,0.775,0.759
9,0.101,0.068,24.525,28.111,0.795,0.911,0.784,0.773
10,0.093,0.065,24.814,28.460,0.802,0.913,0.796,0.795
11,0.088,0.063,25.802,28.927,0.831,0.918,0.811,0.800
12,0.088,0.062,25.875,29.049,0.831,0.920,0.815,0.807
13,0.087,0.059,25.897,29.180,0.832,0.922,0.816,0.814
14,0.087,0.059,25.923,29.248,0.832,0.921,0.818,0.825
15,0.079,0.058,25.995,29.330,0.834,0.922,0.821,0.827
16,0.078,0.058,26.166,29.338,0.839,0.922,0.828,0.827
17,0.077,0.058,26.268,29.415,0.841,0.924,0.832,0.829
18,0.075,0.058,26.441,29.429,0.846,0.924,0.841,0.830
19,0.069,0.057,26.980,29.560,0.859,0.924,0.855,0.829
20,0.067,0.056,27.051,29.769,0.861,0.926,0.857,0.838
