NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.256,0.265,12.617,17.541,0.670,0.873,0.000,0.016
2,0.243,0.280,18.305,17.654,0.793,0.865,0.330,0.028
3,0.228,0.211,18.369,19.696,0.731,0.836,0.423,0.248
4,0.166,0.210,19.016,19.883,0.754,0.839,0.510,0.274
5,0.162,0.208,19.199,19.898,0.745,0.834,0.534,0.277
6,0.162,0.173,19.470,21.156,0.759,0.831,0.573,0.388
7,0.150,0.177,19.828,21.907,0.793,0.852,0.597,0.489
8,0.147,0.159,19.964,22.683,0.802,0.871,0.647,0.572
9,0.151,0.156,20.739,23.012,0.807,0.869,0.674,0.603
10,0.144,0.150,23.988,23.179,0.853,0.871,0.758,0.625
11,0.102,0.150,25.613,23.205,0.870,0.873,0.818,0.629
12,0.095,0.070,26.652,27.525,0.881,0.914,0.849,0.813
13,0.090,0.061,27.183,28.160,0.886,0.918,0.856,0.834
14,0.089,0.055,27.243,28.708,0.887,0.926,0.858,0.854
15,0.085,0.052,27.512,29.008,0.890,0.929,0.868,0.863
16,0.085,0.051,27.563,29.218,0.890,0.930,0.870,0.868
17,0.085,0.050,27.683,29.250,0.892,0.930,0.874,0.869
18,0.078,0.049,28.225,29.479,0.900,0.933,0.881,0.876
19,0.074,0.049,28.599,29.489,0.913,0.933,0.890,0.876
20,0.066,0.048,28.919,29.638,0.916,0.934,0.897,0.880
