NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.193,0.164,13.794,17.629,0.369,0.718,0.144,0.301
2,0.171,0.173,17.082,19.837,0.567,0.754,0.426,0.430
3,0.169,0.133,18.304,21.884,0.610,0.796,0.587,0.639
4,0.118,0.147,21.428,22.835,0.748,0.815,0.702,0.703
5,0.117,0.145,21.611,25.309,0.762,0.856,0.720,0.837
6,0.109,0.114,22.401,26.181,0.785,0.867,0.770,0.872
7,0.105,0.113,22.884,26.413,0.808,0.875,0.800,0.873
8,0.103,0.113,23.263,26.454,0.817,0.874,0.817,0.871
9,0.087,0.073,24.513,27.728,0.850,0.886,0.842,0.908
10,0.086,0.072,24.868,27.770,0.853,0.886,0.845,0.909
11,0.085,0.067,25.065,28.003,0.855,0.891,0.856,0.913
12,0.081,0.067,25.394,28.040,0.860,0.892,0.863,0.914
13,0.081,0.066,25.644,28.070,0.865,0.893,0.865,0.917
14,0.080,0.066,25.699,28.099,0.867,0.894,0.866,0.917
15,0.077,0.059,25.970,28.498,0.875,0.898,0.878,0.925
16,0.076,0.058,26.145,28.582,0.879,0.901,0.879,0.927
17,0.074,0.058,26.608,28.593,0.886,0.901,0.892,0.926
18,0.073,0.058,26.688,28.616,0.888,0.902,0.894,0.927
19,0.073,0.056,26.821,28.814,0.890,0.909,0.897,0.925
20,0.071,0.053,26.928,29.085,0.892,0.912,0.898,0.929
