NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.206,0.172,16.309,19.940,0.590,0.800,0.065,0.322
2,0.218,0.152,17.855,20.586,0.664,0.791,0.231,0.386
3,0.221,0.167,18.972,21.226,0.658,0.788,0.387,0.471
4,0.161,0.144,20.863,22.542,0.702,0.821,0.477,0.581
5,0.158,0.128,21.145,22.917,0.713,0.816,0.483,0.616
6,0.156,0.130,21.640,23.251,0.718,0.820,0.550,0.642
7,0.146,0.111,22.945,24.177,0.746,0.834,0.591,0.710
8,0.145,0.125,23.267,25.804,0.755,0.840,0.622,0.797
9,0.143,0.124,23.864,25.957,0.769,0.846,0.658,0.801
10,0.125,0.118,24.460,26.437,0.789,0.854,0.676,0.816
11,0.121,0.119,24.744,26.571,0.795,0.858,0.686,0.826
12,0.119,0.126,25.044,26.840,0.800,0.864,0.704,0.839
13,0.114,0.126,25.300,26.865,0.803,0.865,0.727,0.840
14,0.113,0.126,25.432,26.969,0.807,0.867,0.735,0.844
15,0.112,0.125,25.558,27.078,0.811,0.870,0.746,0.849
16,0.112,0.125,25.581,27.135,0.812,0.871,0.747,0.851
17,0.111,0.124,25.677,27.409,0.813,0.875,0.753,0.860
18,0.110,0.124,25.792,27.433,0.816,0.876,0.760,0.861
19,0.109,0.123,25.986,27.549,0.821,0.878,0.764,0.867
20,0.109,0.123,26.243,27.591,0.827,0.879,0.772,0.869
