NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.232,0.206,11.769,16.195,0.330,0.689,0.058,0.117
2,0.189,0.194,14.804,16.515,0.592,0.692,0.349,0.137
3,0.180,0.204,17.665,18.751,0.648,0.751,0.576,0.392
4,0.177,0.212,18.025,19.060,0.657,0.770,0.603,0.434
5,0.166,0.174,19.420,20.902,0.685,0.811,0.651,0.583
6,0.162,0.168,19.796,21.174,0.692,0.827,0.674,0.607
7,0.144,0.117,20.917,24.121,0.776,0.858,0.737,0.768
8,0.143,0.095,21.203,24.572,0.781,0.865,0.756,0.792
9,0.122,0.093,22.136,24.637,0.818,0.866,0.772,0.793
10,0.122,0.092,22.476,24.717,0.822,0.869,0.798,0.798
11,0.120,0.091,22.733,24.813,0.815,0.872,0.813,0.800
12,0.104,0.090,24.013,24.841,0.845,0.872,0.874,0.800
13,0.101,0.089,24.209,25.004,0.846,0.875,0.884,0.807
14,0.090,0.089,24.837,25.017,0.860,0.877,0.886,0.809
15,0.090,0.089,24.928,25.149,0.862,0.882,0.889,0.815
16,0.089,0.089,24.998,25.169,0.863,0.883,0.889,0.816
17,0.086,0.088,25.137,25.238,0.865,0.884,0.888,0.819
18,0.084,0.088,25.348,25.254,0.868,0.884,0.893,0.820
19,0.083,0.087,25.468,25.427,0.872,0.887,0.898,0.828
20,0.082,0.087,25.690,25.446,0.874,0.888,0.906,0.828
