NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.162,0.229,14.331,18.388,0.465,0.779,0.277,0.039
2,0.150,0.119,16.435,22.682,0.626,0.830,0.461,0.502
3,0.135,0.110,18.560,23.101,0.668,0.828,0.650,0.538
4,0.126,0.108,20.114,24.128,0.693,0.833,0.701,0.582
5,0.122,0.106,20.642,24.226,0.708,0.836,0.731,0.593
6,0.116,0.087,21.355,25.537,0.741,0.858,0.766,0.679
7,0.113,0.086,22.229,25.646,0.761,0.859,0.806,0.691
8,0.105,0.083,23.333,25.822,0.797,0.863,0.843,0.715
9,0.103,0.075,23.617,26.272,0.804,0.872,0.852,0.737
10,0.102,0.065,23.844,26.879,0.810,0.883,0.859,0.777
11,0.099,0.065,24.065,26.937,0.815,0.883,0.867,0.775
12,0.087,0.064,24.626,26.978,0.827,0.885,0.871,0.776
13,0.084,0.063,24.807,27.307,0.830,0.886,0.877,0.783
14,0.083,0.063,24.978,27.346,0.834,0.888,0.882,0.784
15,0.082,0.063,25.256,27.408,0.840,0.889,0.889,0.787
16,0.081,0.061,25.422,27.466,0.845,0.891,0.893,0.790
17,0.077,0.061,25.592,27.538,0.849,0.892,0.897,0.790
18,0.077,0.059,25.689,27.786,0.851,0.896,0.900,0.803
19,0.076,0.060,25.902,27.854,0.856,0.896,0.902,0.805
20,0.073,0.059,26.037,27.974,0.856,0.898,0.904,0.812
