NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.268,0.263,12.290,16.288,0.375,0.705,0.089,0.152
2,0.223,0.232,17.305,19.844,0.620,0.733,0.457,0.471
3,0.224,0.181,18.076,20.695,0.663,0.773,0.600,0.509
4,0.134,0.135,19.389,22.026,0.769,0.826,0.682,0.589
5,0.121,0.099,20.067,23.941,0.791,0.874,0.715,0.713
6,0.106,0.095,20.486,24.021,0.808,0.878,0.737,0.718
7,0.095,0.095,21.161,24.052,0.832,0.879,0.786,0.718
8,0.088,0.094,22.326,24.146,0.835,0.883,0.827,0.723
9,0.084,0.090,22.552,24.218,0.840,0.889,0.834,0.728
10,0.079,0.086,22.741,24.452,0.844,0.892,0.839,0.742
11,0.078,0.082,22.902,24.655,0.846,0.895,0.843,0.753
12,0.077,0.081,23.140,25.552,0.852,0.893,0.851,0.799
13,0.074,0.070,23.591,25.980,0.862,0.900,0.867,0.817
14,0.072,0.069,23.909,26.017,0.869,0.902,0.872,0.819
15,0.071,0.066,23.989,26.429,0.870,0.905,0.874,0.834
16,0.070,0.062,24.246,26.678,0.873,0.908,0.879,0.843
17,0.069,0.062,24.334,26.698,0.875,0.909,0.881,0.844
18,0.069,0.061,24.405,26.814,0.875,0.910,0.882,0.847
19,0.068,0.058,24.641,27.212,0.884,0.914,0.886,0.859
20,0.068,0.057,24.704,27.315,0.885,0.915,0.887,0.862
