NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.304,0.265,9.489,15.214,0.446,0.821,0.003,0.016
2,0.232,0.126,14.718,21.729,0.686,0.881,0.388,0.644
3,0.187,0.083,19.991,26.541,0.794,0.918,0.692,0.858
4,0.166,0.047,22.240,28.322,0.818,0.938,0.799,0.903
5,0.137,0.046,24.881,28.707,0.863,0.939,0.869,0.899
6,0.132,0.044,25.217,29.085,0.874,0.942,0.884,0.906
7,0.128,0.044,25.732,29.126,0.886,0.942,0.901,0.909
8,0.119,0.043,26.600,29.253,0.903,0.943,0.947,0.911
9,0.113,0.040,27.019,29.499,0.913,0.947,0.955,0.916
10,0.112,0.040,27.175,29.534,0.915,0.947,0.957,0.917
11,0.111,0.038,27.287,30.077,0.916,0.952,0.961,0.928
12,0.111,0.033,27.382,31.576,0.917,0.953,0.967,0.949
13,0.111,0.033,27.440,31.595,0.918,0.954,0.968,0.948
14,0.093,0.033,29.348,31.785,0.924,0.955,0.950,0.950
15,0.078,0.032,30.037,31.857,0.930,0.956,0.946,0.949
16,0.077,0.031,30.200,32.174,0.932,0.958,0.945,0.954
17,0.077,0.028,30.240,32.754,0.932,0.961,0.945,0.959
18,0.073,0.026,30.567,32.982,0.938,0.962,0.946,0.961
19,0.073,0.025,30.700,33.142,0.939,0.963,0.950,0.962
20,0.072,0.025,30.764,33.199,0.940,0.964,0.950,0.960
