,L_PSNR,L_SSIM,PSNR,SSIM
0,16.2904152916,0.535183285294,20.5380444492,0.803450540104
1,21.5637272777,0.756051671289,25.1491041454,0.875619191757
2,21.9874660165,0.759315160554,25.8922047945,0.880061755955
3,21.9708837383,0.758864279117,26.0717547977,0.885690547097
4,23.356029982,0.790804542684,27.2490367808,0.8971129704
5,23.3648754512,0.791355354659,27.2987247685,0.897542218129
6,23.4123880053,0.789681168414,27.3703508093,0.897444637244
7,24.0801694599,0.820683005958,27.9345608387,0.908342874423
8,24.2942042546,0.828889744917,28.1105826311,0.91104833185
9,24.73061119,0.835378574869,28.4595474003,0.913223605096
10,25.2033045858,0.846109038812,28.9268042846,0.918352382436
11,25.3588244676,0.851066018646,29.0493957526,0.920035895964
12,25.5264992822,0.855608742285,29.1803810945,0.921551819545
13,25.5480038916,0.851460227294,29.2479034902,0.920937054065
14,25.6529198375,0.854001132384,29.3299653233,0.92176124784
15,25.6529198375,0.854001132384,29.3383722614,0.921763701913
16,25.6530272352,0.8540072469,29.4150940367,0.924314915766
17,25.6516753367,0.853985669448,29.428509685,0.924392677422
18,25.7668406151,0.852502900856,29.5595885559,0.924489174682
19,26.0304301517,0.857802659866,29.7693673026,0.926278920926
