,L_PSNR,L_SSIM,PSNR,SSIM
0,14.5435665334,0.671448907742,18.158581743,0.840304904237
1,16.0429295929,0.612277258053,19.81726991,0.806238362921
2,21.4631769545,0.863311133212,23.6412988632,0.896950435191
3,21.4919682561,0.862111423682,24.0599354566,0.88451606401
4,21.6318155693,0.852952135013,24.5546519082,0.887095925341
5,21.6422098826,0.852782700254,24.7510727949,0.889996413078
6,21.6422098826,0.852782700254,24.8108831478,0.890827515691
7,21.660539391,0.85339794701,24.8251927975,0.890935778022
8,21.6588098136,0.853273241455,24.9453528894,0.892191664664
9,21.6818788503,0.852106366385,25.1045150038,0.894109630169
10,21.6914956635,0.852627250747,25.1165947155,0.894451600484
11,21.6914956635,0.852627250747,25.1705989805,0.895246221835
12,21.6977947305,0.852587116002,25.1763772849,0.89533623683
13,21.7056527702,0.852515990765,25.187898711,0.895519637373
14,21.7056527702,0.852515990765,25.2206143561,0.896527101092
15,21.7056527702,0.852515990765,25.2358682674,0.897064419345
16,21.7177847177,0.852947291075,25.249690364,0.897404716514
17,21.876176787,0.829511501024,25.4071816144,0.887464729576
18,21.8957022075,0.830733214096,25.4269007777,0.888172910911
19,21.8957022075,0.830733214096,25.438607899,0.888708635751
