,L_PSNR,L_SSIM,PSNR,SSIM
0,21.2026697275,0.751504931495,24.658270177,0.88673025756
1,25.6929708038,0.812833684876,27.6409340193,0.900438015195
2,25.6847755682,0.809147052327,28.3439100057,0.896566556926
3,25.9203943921,0.813700385134,29.0640820757,0.904480095315
4,26.0118923339,0.817061794434,29.2244905194,0.905733505094
5,26.011643897,0.817048491479,29.320025087,0.906110695455
6,26.3786214638,0.833160404492,29.585627964,0.911123661098
7,27.0054611372,0.832121430935,30.1141722088,0.911671987061
8,27.0054488748,0.832141024977,30.1786211624,0.911466781303
9,27.0219239261,0.832082744594,30.3092607827,0.913752927036
10,27.0496160564,0.832924366446,30.4163630023,0.916773567794
11,27.2253331945,0.840599138962,30.5497143321,0.919232753028
12,27.2183547832,0.840080125527,30.5837726083,0.920020457435
13,27.2826219725,0.842650155311,30.6339717873,0.920768661223
14,27.2826219725,0.842650155311,30.6671852376,0.921697691848
15,27.3130052245,0.844221721628,30.6908234889,0.92224125054
16,27.6233467234,0.852488634461,30.9175754756,0.924941639476
17,28.0234822369,0.861977414902,31.1995733877,0.928057990225
18,28.0234822369,0.861977414902,31.2605426464,0.928855481449
19,28.0234822369,0.861977414902,31.2741047092,0.929206173141
