,L_PSNR,L_SSIM,PSNR,SSIM
0,10.480426998,0.486819089862,15.2135947538,0.820807974881
1,17.0567551797,0.672142518326,21.7292461464,0.880705242192
2,22.0662561088,0.787310860015,26.5412968244,0.917966463028
3,23.9777535441,0.845643645744,28.321924943,0.937500693167
4,24.3357936482,0.848531426779,28.7065389455,0.938872592884
5,24.7060311457,0.858548669177,29.0853654748,0.942232708063
6,24.7028872175,0.858787453283,29.1259346453,0.941895026107
7,24.8383794195,0.862818230142,29.2526648522,0.943324249955
8,25.0397248898,0.867812467393,29.4989295952,0.946618202873
9,25.0397248898,0.867812467393,29.5338831827,0.947211139176
10,25.6069253765,0.883358032312,30.0772019012,0.952456154463
11,27.2205213526,0.886171637278,31.5756560679,0.953487774395
12,27.2195343327,0.88555918182,31.5952606871,0.953542702077
13,27.4270341092,0.890110666066,31.7852064427,0.955106679571
14,27.4730438696,0.89076629663,31.8571807468,0.955735641107
15,27.8163405917,0.898412694345,32.1744146711,0.958303098679
16,28.4591661765,0.906643340714,32.7540180978,0.961073378906
17,28.7108716969,0.909638722874,32.9816074659,0.962132804996
18,28.8914943057,0.912496914114,33.1419314139,0.963115341193
19,28.9417137739,0.913710057654,33.1988854813,0.963719053336
