,L_PSNR,L_SSIM,PSNR,SSIM
0,13.5406238098,0.285706563752,18.221649408,0.753020841228
1,18.4828560142,0.651232606285,22.9981089709,0.871609647444
2,19.0351285802,0.656745109767,23.6233285914,0.872702673529
3,19.3692039716,0.663344003016,23.9689333479,0.876629418046
4,20.2245405841,0.715167218723,24.7875012258,0.894039619909
5,22.0564709315,0.784354024129,26.5140264811,0.917101017762
6,22.1869316575,0.786512783671,26.7020899325,0.91946634933
7,22.8586678291,0.817361493014,27.3347200414,0.929645329023
8,23.2956677373,0.837993345334,27.7408865376,0.93677636823
9,24.4115226035,0.865827625193,28.7732318118,0.946191184873
10,24.4116299738,0.86583028987,28.7980564045,0.946090918604
11,24.4121829447,0.865706970867,28.8183673419,0.946497328841
12,25.4458797899,0.886596119494,29.7620078956,0.953375087754
13,25.4319319228,0.886540968954,29.766504263,0.953698507636
14,25.8646611667,0.896096705884,30.1559267648,0.95688375328
15,25.8643335372,0.896090230819,30.183088267,0.956883006854
16,25.8749541921,0.896149892329,30.2028005878,0.957125214442
17,25.8781882751,0.896323559115,30.2245756938,0.957621244102
18,25.8780545805,0.896319319628,30.2294708384,0.957856679476
19,25.8779044639,0.896408784149,30.2505341233,0.958203979577
