,L_PSNR,L_SSIM,PSNR,SSIM
0,12.0216267011,0.336593349058,16.1948671337,0.689252982262
1,12.0553269642,0.347735933204,16.5150853612,0.692143690475
2,14.5137883172,0.52418173774,18.7506086297,0.750965628389
3,14.6550947799,0.502653951338,19.0597010533,0.76994437512
4,16.5507651009,0.617263450641,20.9016780509,0.811291524063
5,16.8463443043,0.659303062705,21.174483655,0.826856093229
6,20.2691710409,0.753335834604,24.1205363948,0.858411844267
7,20.4850180868,0.750946977674,24.5721624733,0.86507046829
8,20.5451508229,0.753059363148,24.637049874,0.865658979902
9,20.5629639055,0.754350365778,24.7174510174,0.868788702966
10,20.639840618,0.75711718545,24.8133460801,0.871909093006
11,20.6648888107,0.756294930786,24.8414094877,0.872182764765
12,20.8514834312,0.766264613125,25.004128667,0.875481323285
13,20.8516690105,0.766666651495,25.017057031,0.876897647938
14,20.9049391183,0.771640496871,25.1494948617,0.882285618121
15,20.9176783769,0.772103329519,25.1692375979,0.88285181374
16,20.9949225409,0.774475644086,25.2378260039,0.883672789215
17,20.9991123368,0.77430465773,25.254382462,0.884495323399
18,21.1891209962,0.782000144583,25.427253913,0.887263741798
19,21.1964438367,0.782350450424,25.4458440392,0.887928268737
