NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.220,0.088,9.013,27.029,0.701,0.951,0.027,0.769
2,0.220,0.085,9.013,27.175,0.701,0.952,0.027,0.769
3,0.216,0.137,9.013,25.624,0.697,0.950,0.027,0.761
4,0.191,0.060,5.565,29.139,0.437,0.965,0.049,0.860
5,0.191,0.060,5.565,29.139,0.437,0.965,0.049,0.860
6,0.186,0.056,5.567,29.297,0.432,0.966,0.048,0.864
7,0.186,0.055,5.568,29.307,0.431,0.966,0.048,0.865
8,0.180,0.053,5.580,29.364,0.420,0.967,0.047,0.866
9,0.150,0.053,22.716,29.366,0.880,0.967,0.373,0.866
10,0.150,0.053,22.716,29.366,0.880,0.967,0.373,0.866
11,0.225,0.052,6.681,29.394,0.375,0.967,0.069,0.867
12,0.225,0.052,6.681,29.579,0.375,0.967,0.069,0.874
13,0.257,0.052,8.166,29.584,0.438,0.967,0.152,0.874
14,0.259,0.052,8.193,29.584,0.436,0.967,0.152,0.874
15,0.178,0.047,11.696,29.794,0.684,0.969,0.310,0.880
16,0.103,0.047,28.566,29.794,0.927,0.969,0.735,0.880
17,0.103,0.035,28.566,32.267,0.927,0.970,0.735,0.922
18,0.103,0.035,28.566,32.274,0.927,0.970,0.735,0.922
19,0.103,0.035,28.566,32.274,0.927,0.970,0.735,0.922
20,0.103,0.035,28.566,32.275,0.927,0.970,0.735,0.922
