NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.216,0.269,8.171,17.773,0.418,0.853,0.075,0.019
2,0.216,0.268,8.171,17.889,0.418,0.852,0.075,0.024
3,0.216,0.268,8.171,17.919,0.418,0.853,0.075,0.027
4,0.191,0.269,8.268,17.920,0.383,0.853,0.098,0.028
5,0.215,0.147,8.174,18.492,0.414,0.828,0.078,0.329
6,0.191,0.124,8.270,23.095,0.385,0.880,0.102,0.599
7,0.191,0.124,8.270,23.095,0.385,0.880,0.102,0.599
8,0.191,0.124,8.270,23.130,0.385,0.880,0.102,0.600
9,0.172,0.123,8.513,23.205,0.438,0.882,0.220,0.606
10,0.207,0.123,6.342,23.205,0.227,0.882,0.059,0.606
11,0.175,0.123,6.499,23.236,0.252,0.882,0.105,0.608
12,0.175,0.123,6.499,23.236,0.252,0.882,0.106,0.608
13,0.175,0.123,6.499,23.236,0.252,0.882,0.106,0.608
14,0.162,0.123,6.818,23.236,0.352,0.882,0.233,0.608
15,0.162,0.078,6.819,26.811,0.353,0.920,0.234,0.798
16,0.111,0.078,23.420,26.811,0.888,0.920,1.011,0.798
17,0.199,0.078,8.208,26.811,0.548,0.920,0.592,0.798
18,0.200,0.078,8.216,26.811,0.548,0.920,0.593,0.798
19,0.200,0.078,8.216,26.811,0.549,0.920,0.593,0.798
20,0.215,0.078,8.544,26.812,0.608,0.920,0.734,0.798
