NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.338,0.152,9.648,15.096,0.576,0.797,0.001,0.141
2,0.338,0.154,9.796,15.154,0.567,0.787,0.013,0.140
3,0.337,0.181,9.804,15.814,0.567,0.772,0.013,0.124
4,0.334,0.142,10.030,15.473,0.583,0.808,0.041,0.248
5,0.284,0.141,10.275,15.529,0.586,0.796,0.112,0.244
6,0.284,0.173,10.275,16.627,0.586,0.786,0.112,0.219
7,0.284,0.144,10.275,15.585,0.586,0.787,0.112,0.264
8,0.281,0.138,10.294,18.321,0.586,0.806,0.117,0.410
9,0.270,0.138,10.456,18.329,0.603,0.806,0.159,0.411
10,0.270,0.137,10.456,18.428,0.603,0.810,0.159,0.420
11,0.260,0.148,10.648,20.588,0.613,0.854,0.245,0.677
12,0.259,0.146,10.750,21.933,0.628,0.859,0.299,0.709
13,0.281,0.146,10.306,21.933,0.590,0.859,0.129,0.709
14,0.270,0.146,10.468,21.934,0.608,0.859,0.169,0.709
15,0.270,0.146,10.468,21.934,0.608,0.859,0.169,0.709
16,0.260,0.146,10.661,21.934,0.618,0.859,0.260,0.709
17,0.259,0.146,10.763,21.934,0.633,0.859,0.320,0.709
18,0.257,0.146,10.856,21.992,0.640,0.862,0.380,0.716
19,0.252,0.146,11.088,21.992,0.646,0.862,0.442,0.716
20,0.241,0.146,11.304,21.992,0.663,0.862,0.491,0.716
