NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.247,0.198,6.174,15.007,0.566,0.903,0.084,0.034
2,0.244,0.202,6.185,15.702,0.565,0.910,0.088,0.076
3,0.244,0.202,6.185,15.741,0.565,0.912,0.088,0.086
4,0.231,0.200,6.315,15.812,0.567,0.893,0.395,0.100
5,0.231,0.200,6.315,15.813,0.567,0.893,0.395,0.100
6,0.231,0.110,6.315,20.990,0.567,0.896,0.395,0.791
7,0.227,0.088,6.324,24.225,0.567,0.941,0.396,0.864
8,0.225,0.092,6.335,24.082,0.565,0.942,0.403,0.881
9,0.231,0.079,6.316,25.227,0.568,0.952,0.396,0.896
10,0.226,0.079,6.325,25.229,0.567,0.952,0.397,0.896
11,0.224,0.079,6.335,25.233,0.566,0.952,0.404,0.896
12,0.223,0.079,6.344,25.274,0.568,0.952,0.410,0.897
13,0.215,0.079,6.426,25.275,0.571,0.953,0.484,0.897
14,0.213,0.079,6.463,25.275,0.573,0.953,0.504,0.897
15,0.229,0.079,6.322,25.275,0.570,0.953,0.412,0.897
16,0.225,0.079,6.331,25.275,0.570,0.953,0.414,0.897
17,0.223,0.079,6.341,25.275,0.569,0.953,0.420,0.897
18,0.222,0.079,6.351,25.275,0.571,0.953,0.426,0.897
19,0.214,0.067,6.432,28.760,0.574,0.965,0.500,0.927
20,0.212,0.067,6.469,28.760,0.576,0.965,0.520,0.927
