NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.220,0.147,11.466,19.871,0.768,0.940,0.030,0.163
2,0.220,0.164,11.468,20.879,0.766,0.916,0.033,0.168
3,0.223,0.152,11.505,21.214,0.757,0.921,0.056,0.222
4,0.221,0.158,11.538,21.529,0.745,0.917,0.060,0.354
5,0.223,0.172,11.630,23.123,0.729,0.925,0.067,0.359
6,0.223,0.238,11.630,20.775,0.729,0.891,0.067,0.193
7,0.215,0.164,11.833,22.288,0.716,0.905,0.124,0.426
8,0.216,0.150,11.854,22.988,0.713,0.892,0.126,0.484
9,0.198,0.141,12.144,23.286,0.688,0.897,0.209,0.522
10,0.188,0.150,12.866,25.152,0.678,0.910,0.319,0.535
11,0.148,0.147,13.709,25.346,0.710,0.915,0.639,0.550
12,0.141,0.143,13.937,26.034,0.728,0.921,0.699,0.619
13,0.140,0.137,13.938,26.171,0.728,0.920,0.700,0.626
14,0.140,0.133,13.938,26.757,0.728,0.923,0.700,0.688
15,0.150,0.133,21.949,26.757,0.819,0.923,0.770,0.688
16,0.150,0.133,21.951,26.757,0.819,0.923,0.770,0.688
17,0.139,0.133,13.978,26.757,0.732,0.923,0.734,0.688
18,0.139,0.133,13.980,26.757,0.732,0.923,0.735,0.688
19,0.149,0.133,22.216,27.069,0.823,0.924,0.805,0.704
20,0.149,0.133,22.218,27.069,0.824,0.924,0.805,0.704
