NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.346,0.223,4.991,14.910,0.231,0.735,0.001,0.044
2,0.346,0.214,4.992,16.074,0.232,0.767,0.001,0.091
3,0.345,0.212,4.995,16.429,0.231,0.787,0.001,0.129
4,0.355,0.212,5.493,16.461,0.247,0.783,0.039,0.134
5,0.338,0.204,5.529,16.934,0.245,0.791,0.041,0.206
6,0.338,0.210,5.529,16.666,0.245,0.790,0.041,0.148
7,0.355,0.208,5.493,16.727,0.247,0.788,0.039,0.160
8,0.338,0.205,5.529,17.599,0.245,0.794,0.041,0.275
9,0.338,0.205,5.529,17.637,0.245,0.795,0.041,0.278
10,0.337,0.179,5.530,18.772,0.245,0.816,0.041,0.492
11,0.337,0.179,5.530,18.772,0.245,0.816,0.041,0.492
12,0.337,0.191,5.530,12.981,0.245,0.700,0.041,0.291
13,0.339,0.098,5.530,14.790,0.247,0.831,0.041,0.527
14,0.339,0.098,5.532,14.795,0.248,0.830,0.042,0.526
15,0.339,0.079,5.532,24.200,0.248,0.898,0.042,0.800
16,0.338,0.079,5.533,24.200,0.248,0.898,0.042,0.800
17,0.338,0.079,5.533,24.200,0.249,0.898,0.042,0.800
18,0.338,0.079,5.533,24.200,0.249,0.898,0.042,0.800
19,0.263,0.079,6.983,24.200,0.401,0.898,0.558,0.800
20,0.338,0.079,5.078,24.200,0.237,0.898,0.042,0.800
