NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.255,0.153,10.006,20.324,0.467,0.797,0.075,0.204
2,0.253,0.153,10.035,20.332,0.443,0.798,0.074,0.204
3,0.253,0.113,10.039,22.107,0.442,0.800,0.074,0.450
4,0.248,0.113,10.201,22.108,0.358,0.800,0.112,0.450
5,0.174,0.255,14.090,19.691,0.543,0.796,0.675,0.258
6,0.107,0.111,20.910,23.616,0.698,0.827,0.759,0.583
7,0.269,0.109,7.203,24.516,0.284,0.837,0.023,0.665
8,0.273,0.091,7.245,25.893,0.264,0.851,0.022,0.726
9,0.273,0.091,7.250,25.894,0.264,0.851,0.023,0.726
10,0.287,0.091,7.495,25.897,0.164,0.852,0.050,0.726
11,0.189,0.091,11.960,25.898,0.496,0.852,0.659,0.726
12,0.288,0.091,7.439,25.898,0.184,0.852,0.040,0.726
13,0.288,0.091,7.440,25.898,0.184,0.852,0.040,0.726
14,0.288,0.091,7.440,25.898,0.184,0.852,0.040,0.726
15,0.288,0.091,7.442,25.898,0.184,0.852,0.041,0.726
16,0.288,0.091,7.503,25.898,0.176,0.852,0.054,0.726
17,0.288,0.091,7.505,25.898,0.177,0.852,0.054,0.726
18,0.189,0.073,11.986,26.923,0.500,0.865,0.669,0.752
19,0.099,0.073,21.245,26.923,0.711,0.865,0.776,0.752
20,0.099,0.072,21.245,26.953,0.711,0.867,0.776,0.751
