NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.225,0.184,10.210,17.090,0.374,0.740,0.149,0.363
2,0.203,0.184,12.194,17.098,0.390,0.739,0.505,0.364
3,0.203,0.184,12.194,17.099,0.390,0.739,0.505,0.364
4,0.203,0.185,12.194,17.139,0.390,0.738,0.505,0.369
5,0.109,0.183,19.160,17.218,0.577,0.739,0.827,0.372
6,0.109,0.179,19.167,17.383,0.578,0.737,0.827,0.379
7,0.108,0.179,19.278,17.383,0.585,0.737,0.832,0.379
8,0.108,0.179,19.278,17.383,0.585,0.737,0.832,0.379
9,0.105,0.160,19.855,20.172,0.598,0.764,0.845,0.750
10,0.105,0.159,19.873,20.400,0.598,0.768,0.846,0.758
11,0.108,0.153,19.540,20.919,0.603,0.779,0.847,0.775
12,0.107,0.153,19.661,20.919,0.610,0.779,0.851,0.775
13,0.107,0.153,19.661,20.919,0.610,0.779,0.851,0.775
14,0.103,0.152,20.296,20.983,0.623,0.784,0.864,0.784
15,0.087,0.152,19.859,20.985,0.628,0.784,0.864,0.784
16,0.085,0.152,20.032,20.985,0.636,0.784,0.870,0.784
17,0.085,0.152,20.032,20.985,0.636,0.784,0.870,0.784
18,0.079,0.152,20.927,20.986,0.651,0.784,0.884,0.784
19,0.079,0.152,20.954,20.986,0.651,0.784,0.885,0.784
20,0.079,0.152,20.954,20.986,0.651,0.784,0.885,0.784
