,GMSD,PSNR,SSIM,VIF
0,0.133220244694,19.4017169398,0.885503389479,0.201018619654
1,0.249144208448,22.2165514407,0.885235590898,0.572867375588
2,0.233839992071,22.52617643,0.877719156127,0.579365488645
3,0.209411251018,22.7312795494,0.881168897343,0.597276703882
4,0.20879409595,22.7843012697,0.883304290582,0.594872279395
5,0.202867465674,22.8292532304,0.883525485673,0.596800841801
6,0.14824827808,23.8163827913,0.888457124219,0.656463957843
7,0.130586403196,24.4686622768,0.895848780792,0.696699464594
8,0.116233488169,25.0019032285,0.903540503747,0.723958051604
9,0.10407871258,26.0794592802,0.910103585128,0.772704415207
10,0.0897849589122,27.0374461509,0.915534117673,0.807614066837
11,0.0818248275686,27.5332341552,0.918590207909,0.824685506116
12,0.0817062473238,27.5466555761,0.918911804556,0.824715005498
13,0.071207642619,28.4828401888,0.925508973707,0.86012559625
14,0.070749921928,28.5015295855,0.926017535275,0.861367252162
15,0.0692942479555,28.5592086895,0.925749518713,0.863414249775
16,0.0669597223637,28.7458015218,0.926411040458,0.868694008779
17,0.0665366823689,28.7867374423,0.927279925787,0.853890381275
18,0.0665195710574,28.7910434688,0.927390259544,0.854169092057
19,0.0663699752493,28.8967836531,0.928064393538,0.84668997282
