,GMSD,PSNR,SSIM,VIF
0,0.243719946968,12.4879385201,0.741416558138,0.0311457942013
1,0.244703566295,12.7220756549,0.734870376765,0.0767941345329
2,0.244529834488,12.7231132641,0.735016703228,0.0771323580773
3,0.252869539676,12.9960720967,0.745183781353,0.121031703486
4,0.164030478305,19.4520645076,0.840848026096,0.779880167288
5,0.150818347421,20.8427816053,0.852863995049,0.824801157666
6,0.150823214213,20.8496976568,0.852958454253,0.823627102243
7,0.149181440207,21.3085881399,0.85608802201,0.831737217109
8,0.148951009073,21.3232679702,0.856485821711,0.832636043608
9,0.148950515789,21.323430118,0.856485950224,0.832679248925
10,0.148950515789,21.323430118,0.856485950224,0.832679248925
11,0.148291625758,21.3474432399,0.857801591255,0.834108563116
12,0.148291625758,21.3474432399,0.857801591255,0.834108563116
13,0.148291625758,21.3474432399,0.857801591255,0.834108563116
14,0.148291625758,21.3474432399,0.857801591255,0.834108563116
15,0.0897170406892,25.0734995095,0.899622637071,0.929527067403
16,0.0830003336803,25.8009043619,0.905835001747,0.94050003921
17,0.0830003336803,25.8009043619,0.905835001747,0.94050003921
18,0.0824991618682,25.8580350521,0.905581004872,0.940742736659
19,0.0821379347653,25.9228232641,0.906266134396,0.941306726114
