,GMSD,PSNR,SSIM,VIF
0,0.160172092572,17.5536312042,0.716847278316,0.257756015365
1,0.170507423186,18.4440248646,0.712482071147,0.387896060144
2,0.164116270402,18.5086451906,0.708823756781,0.384951450452
3,0.159620736251,18.780899648,0.715879852678,0.39433735997
4,0.159434448464,18.79479243,0.716669696273,0.395060840381
5,0.150059469127,19.3794762365,0.725606737976,0.518608683961
6,0.149900000771,19.5370576808,0.729161527443,0.546985270508
7,0.145024312976,19.9726617901,0.743029580754,0.571901723269
8,0.144840973993,19.9944057519,0.744365924841,0.573597220338
9,0.144788171156,20.0092892629,0.745123661747,0.575314852013
10,0.144887449489,20.0144046766,0.745215903473,0.575756864528
11,0.144623425542,20.0219948284,0.746620170316,0.576908013307
12,0.143670619776,20.0670238382,0.749151495688,0.582444825547
13,0.143670619776,20.0670238382,0.749151495688,0.582444825547
14,0.143670619776,20.0670238382,0.749151495688,0.582444825547
15,0.140118922102,20.448411398,0.762977827007,0.625267370904
16,0.140118922102,20.448411398,0.762977827007,0.625267370904
17,0.140118922102,20.448411398,0.762977827007,0.625267370904
18,0.140118922102,20.448411398,0.762977827007,0.625267370904
19,0.140118922102,20.448411398,0.762977827007,0.625267370904
