NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.249,0.249,10.653,18.188,0.216,0.674,0.000,0.015
2,0.254,0.243,10.658,18.604,0.215,0.666,0.000,0.024
3,0.300,0.147,10.713,19.194,0.205,0.733,0.002,0.177
4,0.312,0.145,10.730,19.391,0.197,0.721,0.002,0.192
5,0.312,0.145,10.730,19.473,0.197,0.723,0.002,0.196
6,0.341,0.154,10.948,19.661,0.222,0.694,0.015,0.199
7,0.341,0.140,10.954,21.180,0.225,0.741,0.016,0.344
8,0.323,0.161,11.159,22.124,0.208,0.780,0.036,0.369
9,0.323,0.156,11.161,22.902,0.208,0.821,0.036,0.414
10,0.294,0.156,11.778,22.903,0.244,0.821,0.107,0.414
11,0.327,0.156,7.915,22.903,-0.027,0.821,0.006,0.414
12,0.327,0.156,7.915,22.903,-0.027,0.821,0.006,0.414
13,0.327,0.144,7.915,23.349,-0.027,0.832,0.006,0.453
14,0.329,0.144,8.238,23.349,0.036,0.832,0.025,0.453
15,0.329,0.144,8.245,23.349,0.040,0.832,0.026,0.453
16,0.291,0.144,8.521,23.349,0.013,0.832,0.041,0.453
17,0.291,0.144,8.523,23.468,0.014,0.830,0.042,0.468
18,0.290,0.144,8.527,23.468,0.014,0.830,0.042,0.468
19,0.262,0.144,8.839,23.468,0.023,0.830,0.053,0.468
20,0.291,0.144,8.532,23.468,0.027,0.830,0.048,0.468
