NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.180,0.217,8.556,19.427,0.462,0.863,0.213,0.044
2,0.180,0.135,8.559,25.791,0.456,0.898,0.214,0.703
3,0.150,0.135,9.035,25.795,0.500,0.898,0.426,0.703
4,0.138,0.134,9.184,25.859,0.611,0.899,0.499,0.706
5,0.138,0.061,9.184,29.841,0.611,0.954,0.500,0.873
6,0.182,0.061,9.469,29.841,0.552,0.954,0.469,0.873
7,0.235,0.061,11.278,29.841,0.569,0.954,0.521,0.873
8,0.218,0.061,13.645,29.841,0.707,0.954,0.680,0.873
9,0.182,0.061,7.637,29.841,0.504,0.954,0.523,0.873
10,0.250,0.061,9.551,29.841,0.556,0.954,0.580,0.873
11,0.226,0.061,12.026,29.841,0.717,0.954,0.738,0.873
12,0.036,0.062,30.564,30.057,0.938,0.956,0.946,0.876
13,0.036,0.062,30.566,30.058,0.938,0.956,0.946,0.876
14,0.036,0.062,30.566,30.058,0.938,0.956,0.946,0.876
15,0.036,0.062,30.566,31.034,0.938,0.958,0.946,0.890
16,0.036,0.062,30.566,31.034,0.938,0.958,0.946,0.890
17,0.035,0.062,30.618,31.034,0.938,0.958,0.947,0.890
18,0.035,0.062,30.618,31.034,0.938,0.958,0.947,0.890
19,0.035,0.062,30.618,31.034,0.938,0.958,0.947,0.890
20,0.035,0.029,30.618,33.577,0.938,0.968,0.947,0.932
