NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.266,0.249,8.715,17.068,0.266,0.668,0.019,0.016
2,0.267,0.249,8.746,17.730,0.266,0.680,0.020,0.034
3,0.267,0.249,8.748,17.808,0.266,0.686,0.020,0.043
4,0.267,0.236,8.749,17.930,0.266,0.689,0.020,0.057
5,0.268,0.236,8.758,18.062,0.264,0.697,0.020,0.062
6,0.271,0.230,8.863,18.523,0.276,0.713,0.030,0.135
7,0.256,0.230,9.044,18.524,0.239,0.713,0.067,0.135
8,0.254,0.229,9.097,18.675,0.248,0.720,0.073,0.142
9,0.215,0.229,9.720,18.742,0.304,0.730,0.179,0.152
10,0.271,0.140,8.834,21.890,0.270,0.781,0.024,0.518
11,0.272,0.140,8.864,21.893,0.277,0.781,0.032,0.518
12,0.272,0.143,8.865,22.178,0.278,0.787,0.033,0.523
13,0.272,0.141,8.867,22.656,0.278,0.805,0.033,0.545
14,0.257,0.141,9.048,22.660,0.241,0.805,0.070,0.546
15,0.255,0.141,9.101,22.661,0.250,0.805,0.076,0.546
16,0.253,0.141,9.111,22.661,0.247,0.805,0.077,0.546
17,0.239,0.141,9.248,22.661,0.250,0.805,0.087,0.546
18,0.239,0.141,9.249,22.664,0.250,0.805,0.087,0.546
19,0.225,0.141,9.491,22.664,0.265,0.805,0.162,0.546
20,0.219,0.137,9.729,22.773,0.308,0.808,0.217,0.555
