NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.200,0.100,13.235,24.820,0.701,0.915,0.333,0.552
2,0.198,0.100,13.251,24.824,0.690,0.915,0.329,0.553
3,0.198,0.106,13.253,27.036,0.690,0.907,0.329,0.512
4,0.197,0.103,13.259,27.183,0.684,0.907,0.340,0.540
5,0.145,0.072,14.886,28.986,0.505,0.922,0.493,0.670
6,0.133,0.072,15.824,28.997,0.512,0.922,0.503,0.670
7,0.132,0.068,15.835,29.123,0.515,0.923,0.505,0.678
8,0.133,0.064,15.825,29.586,0.512,0.920,0.503,0.732
9,0.125,0.062,14.954,29.601,0.485,0.919,0.527,0.732
10,0.125,0.061,14.966,29.635,0.488,0.919,0.528,0.734
11,0.125,0.061,15.137,29.635,0.499,0.919,0.584,0.734
12,0.125,0.061,15.149,29.652,0.503,0.919,0.585,0.734
13,0.125,0.061,15.150,29.652,0.503,0.919,0.585,0.734
14,0.117,0.061,18.596,29.652,0.610,0.919,0.661,0.734
15,0.074,0.061,25.728,29.652,0.831,0.919,0.844,0.734
16,0.068,0.060,26.860,29.699,0.852,0.920,0.863,0.738
17,0.068,0.060,26.864,29.701,0.853,0.920,0.863,0.738
18,0.068,0.060,26.864,29.710,0.853,0.921,0.863,0.738
19,0.068,0.060,26.864,29.710,0.853,0.921,0.863,0.738
20,0.068,0.060,26.870,29.710,0.853,0.921,0.863,0.738
