NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.275,0.212,13.731,19.300,0.446,0.765,0.002,0.040
2,0.300,0.181,14.274,19.930,0.420,0.718,0.053,0.089
3,0.300,0.182,14.277,20.227,0.419,0.731,0.053,0.116
4,0.304,0.178,14.998,20.305,0.511,0.727,0.155,0.125
5,0.301,0.154,14.298,21.078,0.426,0.748,0.066,0.275
6,0.301,0.152,14.301,21.166,0.425,0.748,0.066,0.285
7,0.305,0.143,15.027,22.387,0.516,0.803,0.170,0.271
8,0.301,0.143,14.358,22.643,0.431,0.809,0.079,0.289
9,0.305,0.143,14.985,22.643,0.505,0.809,0.161,0.289
10,0.306,0.135,15.038,23.714,0.519,0.822,0.178,0.419
11,0.265,0.135,15.675,23.714,0.518,0.822,0.205,0.419
12,0.262,0.135,15.710,23.714,0.521,0.822,0.207,0.419
13,0.262,0.135,15.711,23.714,0.521,0.822,0.207,0.419
14,0.257,0.135,15.906,23.714,0.545,0.822,0.224,0.419
15,0.243,0.128,12.413,25.143,0.313,0.848,0.112,0.571
16,0.236,0.128,13.241,25.143,0.430,0.848,0.205,0.571
17,0.235,0.128,13.302,25.143,0.449,0.848,0.225,0.571
18,0.186,0.128,14.327,25.143,0.490,0.848,0.256,0.571
19,0.234,0.128,13.308,25.143,0.449,0.848,0.226,0.571
20,0.222,0.115,13.390,26.246,0.443,0.866,0.227,0.649
