NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.254,0.182,4.798,15.262,0.309,0.805,0.005,0.139
2,0.254,0.180,4.799,15.359,0.309,0.807,0.005,0.140
3,0.254,0.183,4.799,15.615,0.309,0.779,0.005,0.211
4,0.253,0.174,4.800,16.086,0.306,0.786,0.005,0.218
5,0.234,0.152,4.834,16.403,0.309,0.816,0.023,0.581
6,0.234,0.147,4.834,17.457,0.309,0.827,0.023,0.647
7,0.234,0.147,4.834,17.461,0.309,0.828,0.023,0.648
8,0.224,0.113,4.854,23.949,0.327,0.879,0.033,0.833
9,0.224,0.113,4.855,23.999,0.327,0.879,0.033,0.835
10,0.223,0.113,4.878,24.079,0.353,0.880,0.060,0.836
11,0.223,0.111,4.878,24.383,0.354,0.884,0.060,0.845
12,0.219,0.111,3.686,24.383,0.210,0.884,0.030,0.845
13,0.219,0.111,3.686,24.383,0.210,0.884,0.030,0.845
14,0.219,0.111,3.686,24.383,0.210,0.884,0.030,0.845
15,0.210,0.111,3.714,24.383,0.237,0.884,0.043,0.845
16,0.219,0.111,3.688,24.383,0.219,0.884,0.037,0.845
17,0.219,0.111,3.689,24.383,0.219,0.884,0.037,0.845
18,0.219,0.076,3.689,26.317,0.219,0.912,0.037,0.894
19,0.210,0.076,3.717,26.378,0.245,0.913,0.050,0.897
20,0.210,0.074,3.717,26.454,0.245,0.916,0.051,0.899
