NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.264,0.165,8.185,19.001,0.355,0.783,0.020,0.131
2,0.263,0.223,8.225,18.232,0.336,0.789,0.028,0.202
3,0.259,0.226,8.233,18.276,0.336,0.782,0.029,0.204
4,0.257,0.221,8.375,18.330,0.325,0.784,0.066,0.208
5,0.229,0.216,8.455,18.420,0.270,0.785,0.076,0.220
6,0.229,0.144,8.456,21.767,0.270,0.810,0.076,0.522
7,0.228,0.144,8.456,22.416,0.270,0.803,0.076,0.537
8,0.229,0.114,8.452,24.087,0.275,0.845,0.076,0.652
9,0.229,0.114,8.452,24.087,0.275,0.845,0.076,0.652
10,0.229,0.114,8.453,24.087,0.275,0.845,0.076,0.652
11,0.229,0.114,8.458,24.087,0.276,0.845,0.078,0.652
12,0.229,0.114,8.459,24.087,0.276,0.845,0.078,0.652
13,0.229,0.114,8.459,24.087,0.276,0.845,0.078,0.652
14,0.228,0.103,8.460,24.594,0.276,0.857,0.078,0.680
15,0.228,0.103,8.459,24.595,0.276,0.857,0.078,0.680
16,0.228,0.103,8.461,24.595,0.276,0.857,0.079,0.680
17,0.208,0.103,8.628,24.595,0.275,0.857,0.110,0.680
18,0.208,0.102,8.628,24.822,0.276,0.856,0.111,0.682
19,0.208,0.102,8.629,24.822,0.276,0.856,0.111,0.682
20,0.204,0.102,8.712,24.940,0.302,0.857,0.147,0.680
