NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.277,0.177,11.516,16.554,0.223,0.671,0.000,0.067
2,0.307,0.178,11.920,17.083,0.219,0.650,0.051,0.079
3,0.315,0.200,12.019,17.272,0.238,0.631,0.053,0.058
4,0.321,0.164,12.677,17.065,0.322,0.671,0.148,0.174
5,0.321,0.170,12.677,17.443,0.322,0.649,0.148,0.175
6,0.310,0.191,12.782,17.910,0.306,0.647,0.150,0.125
7,0.304,0.165,12.874,17.578,0.316,0.626,0.155,0.143
8,0.304,0.156,12.874,18.686,0.316,0.684,0.155,0.240
9,0.304,0.164,12.875,17.585,0.316,0.627,0.155,0.144
10,0.304,0.155,12.875,18.695,0.316,0.685,0.155,0.242
11,0.290,0.152,13.119,19.022,0.305,0.694,0.163,0.273
12,0.264,0.156,13.904,19.529,0.378,0.717,0.209,0.264
13,0.290,0.153,13.120,20.019,0.305,0.746,0.163,0.288
14,0.264,0.153,13.905,20.020,0.378,0.746,0.209,0.289
15,0.264,0.153,13.907,20.030,0.378,0.748,0.209,0.290
16,0.254,0.153,14.425,20.030,0.385,0.748,0.245,0.290
17,0.253,0.153,15.036,20.030,0.429,0.748,0.310,0.290
18,0.252,0.153,15.176,20.030,0.431,0.748,0.321,0.290
19,0.251,0.145,15.842,20.932,0.480,0.774,0.398,0.371
20,0.228,0.145,17.117,20.932,0.582,0.774,0.477,0.371
