NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.348,0.304,7.054,13.026,0.220,0.564,0.000,0.157
2,0.391,0.266,7.430,13.861,0.233,0.589,0.074,0.223
3,0.394,0.230,7.511,14.551,0.234,0.610,0.079,0.223
4,0.397,0.229,7.888,14.898,0.264,0.633,0.127,0.238
5,0.334,0.229,9.513,14.898,0.311,0.633,0.435,0.238
6,0.332,0.247,9.582,14.153,0.318,0.595,0.440,0.243
7,0.394,0.233,7.482,14.832,0.239,0.606,0.079,0.288
8,0.395,0.216,7.506,15.571,0.238,0.632,0.080,0.362
9,0.395,0.215,7.521,16.016,0.238,0.656,0.081,0.380
10,0.397,0.215,7.898,16.016,0.268,0.656,0.129,0.380
11,0.334,0.227,9.528,14.260,0.315,0.601,0.437,0.410
12,0.332,0.207,9.597,15.623,0.322,0.625,0.442,0.472
13,0.246,0.186,12.448,17.494,0.421,0.678,0.650,0.577
14,0.393,0.187,6.955,17.586,0.278,0.681,0.090,0.573
15,0.392,0.179,6.981,15.982,0.277,0.648,0.092,0.540
16,0.391,0.150,6.996,18.058,0.278,0.702,0.092,0.648
17,0.388,0.150,7.394,18.163,0.313,0.704,0.142,0.643
18,0.294,0.148,9.090,19.712,0.364,0.727,0.456,0.693
19,0.292,0.148,9.169,19.712,0.373,0.727,0.463,0.693
20,0.183,0.148,12.247,19.712,0.494,0.727,0.671,0.693
