NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.286,0.160,12.000,17.554,0.385,0.717,0.011,0.258
2,0.286,0.171,12.004,18.444,0.386,0.712,0.011,0.388
3,0.286,0.164,12.004,18.509,0.386,0.709,0.011,0.385
4,0.289,0.160,12.037,18.781,0.391,0.716,0.012,0.394
5,0.289,0.159,12.038,18.795,0.391,0.717,0.012,0.395
6,0.260,0.150,13.986,19.379,0.455,0.726,0.353,0.519
7,0.258,0.150,14.001,19.537,0.457,0.729,0.354,0.547
8,0.217,0.145,16.188,19.973,0.533,0.743,0.498,0.572
9,0.189,0.145,17.767,19.994,0.585,0.744,0.576,0.574
10,0.189,0.145,17.779,20.009,0.586,0.745,0.577,0.575
11,0.189,0.145,17.789,20.014,0.586,0.745,0.578,0.576
12,0.187,0.145,18.695,20.022,0.620,0.747,0.635,0.577
13,0.186,0.144,18.775,20.067,0.621,0.749,0.640,0.582
14,0.217,0.144,16.255,20.067,0.546,0.749,0.509,0.582
15,0.189,0.144,17.865,20.067,0.599,0.749,0.586,0.582
16,0.189,0.140,17.876,20.448,0.599,0.763,0.587,0.625
17,0.189,0.140,17.887,20.448,0.600,0.763,0.588,0.625
18,0.216,0.140,16.365,20.448,0.572,0.763,0.543,0.625
19,0.189,0.140,18.024,20.448,0.626,0.763,0.619,0.625
20,0.189,0.140,18.036,20.448,0.626,0.763,0.621,0.625
