NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.260,0.248,8.684,13.139,0.232,0.688,0.027,0.304
2,0.260,0.248,8.685,13.163,0.232,0.687,0.027,0.324
3,0.260,0.248,8.686,13.163,0.232,0.687,0.027,0.324
4,0.254,0.245,8.786,13.044,0.253,0.703,0.039,0.386
5,0.224,0.229,13.355,13.157,0.378,0.668,0.304,0.331
6,0.145,0.139,20.584,20.858,0.746,0.795,0.813,0.636
7,0.203,0.140,14.075,20.875,0.436,0.795,0.366,0.639
8,0.202,0.140,14.150,20.875,0.440,0.795,0.372,0.639
9,0.186,0.140,15.092,20.880,0.509,0.796,0.459,0.639
10,0.146,0.140,20.470,20.880,0.744,0.796,0.804,0.639
11,0.145,0.140,20.662,20.881,0.748,0.796,0.817,0.639
12,0.145,0.140,20.662,20.881,0.748,0.796,0.817,0.639
13,0.145,0.140,20.662,20.896,0.748,0.798,0.817,0.634
14,0.192,0.140,13.789,20.896,0.503,0.798,0.383,0.634
15,0.190,0.140,13.879,20.896,0.507,0.798,0.388,0.634
16,0.173,0.117,15.046,23.336,0.585,0.836,0.486,0.776
17,0.091,0.117,24.515,23.336,0.852,0.836,0.874,0.776
18,0.191,0.117,13.821,23.336,0.513,0.836,0.390,0.776
19,0.190,0.117,13.912,23.336,0.516,0.836,0.395,0.776
20,0.172,0.117,15.089,23.336,0.595,0.836,0.493,0.776
