NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.337,0.230,5.017,13.354,0.142,0.581,0.001,0.015
2,0.321,0.218,5.136,13.522,0.169,0.608,0.025,0.030
3,0.317,0.226,5.154,14.805,0.170,0.605,0.025,0.110
4,0.304,0.227,5.486,14.892,0.226,0.619,0.103,0.114
5,0.249,0.228,5.683,15.090,0.265,0.647,0.192,0.133
6,0.245,0.223,5.728,13.713,0.283,0.622,0.209,0.048
7,0.223,0.225,5.926,15.064,0.295,0.624,0.245,0.135
8,0.321,0.225,5.096,15.156,0.167,0.638,0.013,0.140
9,0.321,0.226,5.145,15.367,0.180,0.666,0.030,0.164
10,0.317,0.226,5.163,15.367,0.180,0.666,0.031,0.164
11,0.304,0.192,5.496,12.097,0.237,0.592,0.113,0.350
12,0.250,0.154,5.693,17.006,0.275,0.684,0.203,0.513
13,0.245,0.151,5.739,17.849,0.294,0.708,0.221,0.520
14,0.223,0.142,5.937,19.690,0.307,0.760,0.257,0.575
15,0.304,0.142,5.390,19.690,0.213,0.760,0.079,0.575
16,0.305,0.149,5.495,17.198,0.242,0.688,0.122,0.598
17,0.305,0.144,5.498,17.802,0.243,0.707,0.122,0.632
18,0.305,0.138,5.502,18.837,0.244,0.731,0.123,0.639
19,0.250,0.125,5.700,21.305,0.282,0.784,0.214,0.701
20,0.246,0.125,5.745,21.305,0.300,0.784,0.232,0.701
