NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.278,0.306,12.383,18.761,0.567,0.851,0.003,0.005
2,0.278,0.160,12.403,20.088,0.560,0.842,0.006,0.321
3,0.276,0.161,12.507,20.153,0.535,0.840,0.020,0.342
4,0.276,0.150,12.578,20.409,0.535,0.831,0.034,0.290
5,0.260,0.144,12.658,22.487,0.508,0.868,0.040,0.431
6,0.259,0.142,12.661,22.593,0.509,0.869,0.040,0.416
7,0.259,0.142,12.662,22.739,0.509,0.869,0.041,0.421
8,0.260,0.142,12.658,22.739,0.509,0.869,0.041,0.421
9,0.260,0.142,12.659,22.740,0.509,0.869,0.041,0.421
10,0.260,0.142,12.659,22.740,0.509,0.869,0.042,0.421
11,0.260,0.142,12.663,22.740,0.509,0.869,0.043,0.421
12,0.260,0.142,12.666,22.740,0.510,0.869,0.043,0.421
13,0.260,0.142,12.666,22.740,0.510,0.869,0.044,0.421
14,0.259,0.142,12.667,22.740,0.510,0.869,0.044,0.421
15,0.259,0.142,12.668,22.740,0.510,0.869,0.044,0.421
16,0.237,0.129,13.187,24.510,0.479,0.882,0.110,0.586
17,0.237,0.129,13.188,24.510,0.479,0.882,0.110,0.586
18,0.237,0.129,13.199,24.510,0.480,0.882,0.111,0.586
19,0.237,0.133,13.200,25.974,0.480,0.895,0.111,0.699
20,0.226,0.128,15.540,26.587,0.587,0.899,0.382,0.737
