NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.291,0.226,11.997,17.251,0.471,0.728,0.017,0.207
2,0.292,0.228,12.102,17.519,0.466,0.713,0.020,0.202
3,0.297,0.224,12.234,17.660,0.445,0.715,0.031,0.213
4,0.297,0.205,12.421,18.876,0.459,0.711,0.046,0.221
5,0.228,0.175,13.668,19.828,0.490,0.725,0.362,0.311
6,0.293,0.174,12.105,19.937,0.467,0.729,0.021,0.322
7,0.297,0.170,12.237,20.126,0.446,0.744,0.032,0.325
8,0.297,0.169,12.425,20.309,0.460,0.753,0.048,0.343
9,0.297,0.169,12.238,20.407,0.446,0.734,0.032,0.415
10,0.296,0.168,12.343,20.550,0.453,0.740,0.038,0.429
11,0.297,0.164,12.430,20.807,0.461,0.758,0.050,0.433
12,0.228,0.163,13.679,21.059,0.491,0.768,0.366,0.453
13,0.228,0.163,13.688,21.059,0.491,0.768,0.367,0.453
14,0.228,0.163,13.688,21.059,0.491,0.768,0.367,0.453
15,0.188,0.163,14.988,21.059,0.558,0.768,0.511,0.453
16,0.174,0.161,15.729,21.271,0.581,0.771,0.542,0.478
17,0.173,0.161,15.835,21.273,0.588,0.771,0.549,0.478
18,0.173,0.161,15.936,21.273,0.594,0.771,0.553,0.478
19,0.173,0.160,16.026,21.322,0.598,0.772,0.558,0.484
20,0.171,0.160,16.259,21.322,0.611,0.772,0.575,0.484
