NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.307,0.244,6.048,12.488,0.424,0.741,0.005,0.031
2,0.305,0.245,6.051,12.722,0.424,0.735,0.005,0.077
3,0.305,0.245,6.051,12.723,0.424,0.735,0.005,0.077
4,0.304,0.253,6.055,12.996,0.424,0.745,0.005,0.121
5,0.273,0.164,6.128,19.452,0.425,0.841,0.017,0.780
6,0.293,0.151,6.090,20.843,0.422,0.853,0.014,0.825
7,0.271,0.151,6.129,20.850,0.428,0.853,0.018,0.824
8,0.271,0.149,6.129,21.309,0.428,0.856,0.018,0.832
9,0.271,0.149,6.129,21.323,0.428,0.856,0.018,0.833
10,0.271,0.149,6.130,21.323,0.428,0.856,0.018,0.833
11,0.257,0.149,6.207,21.323,0.440,0.856,0.032,0.833
12,0.247,0.148,5.854,21.347,0.455,0.858,0.024,0.834
13,0.231,0.148,5.897,21.347,0.464,0.858,0.029,0.834
14,0.231,0.148,5.898,21.347,0.464,0.858,0.029,0.834
15,0.231,0.148,5.898,21.347,0.464,0.858,0.029,0.834
16,0.230,0.090,5.899,25.073,0.464,0.900,0.029,0.930
17,0.215,0.083,5.983,25.801,0.480,0.906,0.045,0.941
18,0.210,0.083,6.061,25.801,0.507,0.906,0.070,0.941
19,0.197,0.082,6.128,25.858,0.520,0.906,0.082,0.941
20,0.196,0.082,6.171,25.923,0.527,0.906,0.087,0.941
