NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.261,0.155,12.789,19.394,0.579,0.798,0.079,0.099
2,0.261,0.151,12.882,19.877,0.567,0.802,0.081,0.118
3,0.261,0.154,12.901,19.922,0.567,0.802,0.082,0.123
4,0.260,0.141,12.903,21.654,0.566,0.778,0.082,0.381
5,0.260,0.142,13.042,21.681,0.561,0.779,0.089,0.382
6,0.260,0.139,13.042,21.741,0.561,0.785,0.089,0.384
7,0.262,0.125,13.366,23.380,0.575,0.799,0.127,0.520
8,0.179,0.124,14.820,23.436,0.521,0.800,0.396,0.524
9,0.178,0.123,14.870,23.526,0.523,0.805,0.397,0.528
10,0.178,0.122,14.871,23.549,0.523,0.806,0.397,0.529
11,0.178,0.122,14.875,23.549,0.523,0.806,0.397,0.529
12,0.156,0.122,16.788,23.550,0.583,0.806,0.568,0.530
13,0.152,0.122,17.938,23.550,0.615,0.806,0.600,0.530
14,0.151,0.122,18.169,23.564,0.626,0.806,0.607,0.532
15,0.151,0.122,18.170,23.564,0.626,0.806,0.607,0.532
16,0.151,0.122,18.171,23.564,0.626,0.806,0.607,0.532
17,0.152,0.120,18.020,23.743,0.619,0.807,0.609,0.554
18,0.151,0.120,18.255,23.743,0.630,0.807,0.616,0.554
19,0.151,0.120,18.256,23.743,0.630,0.807,0.616,0.554
20,0.151,0.119,18.257,24.237,0.630,0.814,0.616,0.581
