NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.280,0.260,7.677,15.996,0.207,0.526,0.007,0.008
2,0.285,0.253,7.697,16.145,0.213,0.528,0.008,0.009
3,0.287,0.250,7.702,16.385,0.214,0.546,0.008,0.013
4,0.292,0.238,7.775,17.291,0.215,0.577,0.011,0.081
5,0.285,0.238,7.698,17.315,0.213,0.579,0.009,0.084
6,0.285,0.235,7.698,17.471,0.213,0.600,0.009,0.094
7,0.287,0.233,7.704,17.652,0.213,0.617,0.009,0.111
8,0.292,0.233,7.777,17.652,0.215,0.617,0.012,0.111
9,0.281,0.171,8.325,19.181,0.198,0.674,0.120,0.367
10,0.292,0.171,7.750,19.264,0.214,0.682,0.011,0.376
11,0.292,0.146,7.779,19.948,0.216,0.693,0.013,0.451
12,0.292,0.145,7.750,20.047,0.214,0.701,0.011,0.460
13,0.292,0.142,7.779,20.290,0.216,0.724,0.013,0.471
14,0.292,0.136,7.780,21.044,0.216,0.753,0.013,0.517
15,0.281,0.136,8.328,21.044,0.199,0.753,0.121,0.517
16,0.280,0.135,8.331,21.179,0.198,0.757,0.121,0.531
17,0.280,0.135,8.334,21.180,0.198,0.757,0.121,0.531
18,0.231,0.135,9.351,21.180,0.313,0.757,0.252,0.531
19,0.346,0.135,6.486,21.182,0.153,0.757,0.007,0.531
20,0.347,0.135,6.514,21.182,0.154,0.757,0.008,0.531
