NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.313,0.203,8.487,14.632,0.306,0.626,0.001,0.066
2,0.317,0.198,8.541,14.750,0.313,0.627,0.008,0.073
3,0.318,0.198,8.559,14.788,0.314,0.631,0.009,0.079
4,0.318,0.201,8.553,14.826,0.313,0.631,0.009,0.081
5,0.318,0.190,8.561,15.517,0.315,0.595,0.009,0.131
6,0.334,0.189,9.179,16.723,0.371,0.671,0.101,0.142
7,0.309,0.188,9.544,15.219,0.363,0.648,0.144,0.320
8,0.309,0.189,9.545,15.297,0.363,0.650,0.144,0.326
9,0.309,0.145,9.545,15.648,0.363,0.655,0.144,0.288
10,0.312,0.143,9.410,15.902,0.362,0.664,0.128,0.276
11,0.311,0.138,9.411,15.922,0.362,0.664,0.128,0.349
12,0.310,0.136,9.564,15.982,0.365,0.672,0.155,0.356
13,0.310,0.132,9.579,16.258,0.369,0.684,0.159,0.343
14,0.310,0.128,9.581,20.005,0.370,0.779,0.159,0.544
15,0.310,0.128,9.581,20.005,0.370,0.779,0.159,0.545
16,0.257,0.128,11.707,20.005,0.497,0.779,0.456,0.545
17,0.294,0.128,9.966,20.005,0.426,0.779,0.234,0.545
18,0.294,0.128,9.967,20.005,0.426,0.779,0.234,0.545
19,0.293,0.128,9.973,20.005,0.427,0.779,0.235,0.545
20,0.257,0.125,11.348,20.130,0.468,0.783,0.405,0.558
