NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.291,0.215,9.967,16.208,0.410,0.754,0.001,0.035
2,0.295,0.217,9.984,16.931,0.416,0.734,0.004,0.122
3,0.293,0.203,9.970,16.750,0.411,0.737,0.001,0.250
4,0.295,0.203,9.985,16.752,0.417,0.737,0.004,0.250
5,0.311,0.191,10.102,18.711,0.378,0.729,0.007,0.270
6,0.317,0.188,10.261,19.231,0.396,0.755,0.019,0.278
7,0.310,0.169,10.590,20.097,0.382,0.734,0.075,0.420
8,0.310,0.167,10.590,20.293,0.383,0.743,0.075,0.439
9,0.252,0.162,13.378,21.063,0.429,0.779,0.301,0.450
10,0.341,0.162,8.547,21.129,0.340,0.782,0.041,0.455
11,0.342,0.162,8.567,21.129,0.354,0.782,0.048,0.455
12,0.339,0.162,8.723,21.129,0.330,0.782,0.052,0.455
13,0.341,0.161,8.916,21.225,0.359,0.786,0.068,0.472
14,0.313,0.161,9.299,21.225,0.360,0.786,0.146,0.472
15,0.331,0.161,9.059,21.225,0.371,0.786,0.124,0.472
16,0.319,0.161,9.231,21.225,0.366,0.786,0.138,0.472
17,0.319,0.161,9.236,21.225,0.366,0.786,0.140,0.472
18,0.316,0.161,9.290,21.225,0.369,0.786,0.162,0.472
19,0.315,0.161,9.332,21.225,0.373,0.786,0.172,0.472
20,0.315,0.147,9.333,22.269,0.373,0.806,0.172,0.570
