NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.204,0.191,13.708,17.967,0.473,0.732,0.083,0.073
2,0.206,0.248,15.900,18.765,0.593,0.749,0.220,0.164
3,0.195,0.186,17.810,21.122,0.624,0.790,0.528,0.401
4,0.165,0.141,19.296,22.710,0.697,0.809,0.604,0.600
5,0.162,0.137,20.421,23.735,0.728,0.820,0.681,0.653
6,0.137,0.126,21.538,24.236,0.749,0.826,0.741,0.679
7,0.124,0.114,22.044,24.783,0.761,0.838,0.761,0.702
8,0.123,0.107,22.511,25.481,0.769,0.852,0.790,0.740
9,0.109,0.096,23.007,26.052,0.786,0.858,0.805,0.775
10,0.105,0.092,23.428,26.326,0.803,0.864,0.819,0.784
11,0.104,0.091,23.766,26.714,0.808,0.870,0.831,0.803
12,0.097,0.087,24.072,26.856,0.815,0.876,0.839,0.809
13,0.099,0.087,24.375,27.079,0.821,0.882,0.847,0.819
14,0.095,0.083,24.619,27.480,0.825,0.884,0.857,0.838
15,0.093,0.079,24.848,27.716,0.832,0.889,0.862,0.843
16,0.095,0.076,25.089,27.967,0.835,0.891,0.869,0.849
17,0.093,0.075,25.267,28.038,0.838,0.894,0.874,0.851
18,0.088,0.073,25.475,28.237,0.843,0.897,0.879,0.855
19,0.089,0.071,25.657,28.716,0.849,0.901,0.885,0.870
20,0.082,0.067,25.849,28.735,0.850,0.903,0.885,0.871
