NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.255,0.297,14.728,19.028,0.602,0.852,0.017,0.006
2,0.226,0.135,19.804,23.997,0.699,0.880,0.501,0.522
3,0.189,0.099,22.319,26.499,0.761,0.896,0.605,0.715
4,0.172,0.090,24.177,28.075,0.807,0.914,0.673,0.780
5,0.154,0.088,25.270,28.237,0.839,0.912,0.683,0.788
6,0.139,0.082,26.133,28.623,0.866,0.913,0.698,0.812
7,0.122,0.072,26.740,29.464,0.886,0.921,0.713,0.836
8,0.111,0.069,27.186,29.704,0.901,0.924,0.723,0.845
9,0.107,0.064,27.613,30.421,0.896,0.930,0.759,0.866
10,0.098,0.061,28.020,30.759,0.894,0.933,0.786,0.873
11,0.094,0.058,28.408,30.923,0.902,0.934,0.797,0.879
12,0.088,0.055,28.715,31.323,0.911,0.938,0.804,0.887
13,0.083,0.052,28.993,31.755,0.913,0.940,0.817,0.896
14,0.082,0.050,29.270,31.960,0.912,0.944,0.829,0.901
15,0.078,0.046,29.550,32.122,0.919,0.944,0.837,0.903
16,0.069,0.043,29.796,32.400,0.925,0.947,0.839,0.909
17,0.066,0.043,30.025,32.516,0.926,0.947,0.849,0.911
18,0.064,0.042,30.254,32.745,0.927,0.948,0.859,0.913
19,0.060,0.042,30.451,32.974,0.931,0.949,0.857,0.918
20,0.057,0.039,30.639,33.121,0.935,0.950,0.863,0.920
