NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.160,0.146,14.719,19.773,0.583,0.801,0.173,0.123
2,0.156,0.160,18.702,22.341,0.646,0.814,0.334,0.299
3,0.139,0.153,20.647,24.652,0.683,0.828,0.616,0.590
4,0.126,0.124,22.137,25.179,0.729,0.844,0.677,0.607
5,0.116,0.116,23.035,26.284,0.760,0.854,0.707,0.674
6,0.109,0.083,23.966,27.223,0.781,0.866,0.764,0.731
7,0.103,0.076,24.579,27.639,0.801,0.872,0.773,0.744
8,0.097,0.074,25.024,28.152,0.814,0.880,0.797,0.765
9,0.091,0.065,25.480,28.663,0.829,0.885,0.813,0.787
10,0.085,0.061,25.933,28.873,0.833,0.890,0.834,0.791
11,0.079,0.056,26.295,29.122,0.837,0.896,0.848,0.804
12,0.076,0.052,26.668,29.630,0.850,0.900,0.861,0.824
13,0.076,0.049,26.962,29.908,0.856,0.903,0.870,0.832
14,0.067,0.050,27.264,29.968,0.865,0.903,0.873,0.837
15,0.065,0.047,27.533,30.285,0.871,0.908,0.879,0.845
16,0.062,0.047,27.757,30.448,0.874,0.910,0.882,0.850
17,0.061,0.046,27.951,30.615,0.879,0.913,0.884,0.856
18,0.061,0.044,28.134,30.652,0.882,0.914,0.888,0.857
19,0.057,0.043,28.305,30.774,0.886,0.916,0.895,0.859
20,0.054,0.042,28.484,31.109,0.891,0.918,0.896,0.869
