NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.271,0.232,14.018,18.713,0.241,0.676,0.007,0.011
2,0.232,0.233,17.285,20.553,0.657,0.743,0.281,0.134
3,0.175,0.188,19.047,22.152,0.780,0.780,0.453,0.347
4,0.170,0.113,20.408,24.527,0.769,0.838,0.586,0.573
5,0.129,0.104,21.535,25.153,0.821,0.854,0.659,0.614
6,0.123,0.097,22.302,25.750,0.845,0.867,0.709,0.651
7,0.103,0.085,22.962,26.474,0.868,0.879,0.739,0.702
8,0.098,0.079,23.394,26.780,0.878,0.889,0.758,0.717
9,0.087,0.073,23.849,27.230,0.891,0.896,0.775,0.742
10,0.080,0.065,24.303,27.780,0.891,0.905,0.798,0.772
11,0.075,0.061,24.639,27.978,0.897,0.910,0.813,0.781
12,0.071,0.056,24.963,28.298,0.904,0.914,0.823,0.795
13,0.068,0.052,25.272,28.791,0.910,0.918,0.834,0.817
14,0.062,0.050,25.539,28.972,0.915,0.922,0.844,0.824
15,0.060,0.049,25.799,29.172,0.920,0.925,0.858,0.831
16,0.057,0.046,26.034,29.380,0.924,0.927,0.865,0.839
17,0.055,0.043,26.246,29.675,0.925,0.931,0.872,0.848
18,0.053,0.041,26.455,29.866,0.928,0.934,0.877,0.853
19,0.051,0.040,26.663,29.913,0.930,0.935,0.882,0.853
20,0.049,0.039,26.848,30.084,0.933,0.937,0.886,0.859
