NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.239,0.193,13.705,18.736,0.312,0.697,0.007,0.048
2,0.266,0.248,17.215,19.633,0.644,0.715,0.268,0.167
3,0.190,0.117,18.597,22.504,0.737,0.803,0.383,0.432
4,0.172,0.119,19.854,23.603,0.739,0.822,0.539,0.539
5,0.150,0.113,21.212,24.801,0.772,0.848,0.675,0.641
6,0.116,0.092,22.031,25.902,0.807,0.865,0.712,0.709
7,0.113,0.081,22.766,26.239,0.824,0.875,0.747,0.727
8,0.097,0.079,23.319,26.594,0.845,0.884,0.769,0.746
9,0.095,0.068,23.781,27.428,0.851,0.894,0.795,0.788
10,0.094,0.063,24.222,27.844,0.862,0.899,0.810,0.805
11,0.080,0.064,24.648,28.115,0.874,0.904,0.826,0.815
12,0.077,0.056,24.995,28.345,0.879,0.909,0.838,0.825
13,0.071,0.055,25.333,28.582,0.888,0.914,0.851,0.834
14,0.070,0.054,25.638,28.850,0.892,0.916,0.860,0.843
15,0.067,0.051,25.909,29.106,0.898,0.920,0.866,0.852
16,0.061,0.043,26.168,29.285,0.904,0.923,0.873,0.856
17,0.057,0.041,26.412,29.710,0.908,0.925,0.879,0.869
18,0.055,0.039,26.617,29.907,0.914,0.928,0.882,0.875
19,0.053,0.038,26.824,30.033,0.916,0.930,0.888,0.878
20,0.051,0.037,27.025,30.319,0.918,0.932,0.894,0.886
