NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.371,0.308,9.155,13.744,0.328,0.591,0.001,0.002
2,0.291,0.160,14.247,19.244,0.609,0.700,0.394,0.567
3,0.205,0.147,16.303,20.556,0.674,0.768,0.527,0.640
4,0.165,0.124,18.640,22.379,0.744,0.810,0.708,0.758
5,0.134,0.107,19.720,22.803,0.767,0.831,0.743,0.793
6,0.121,0.088,20.482,24.386,0.800,0.857,0.770,0.839
7,0.114,0.084,21.088,25.074,0.816,0.868,0.792,0.867
8,0.110,0.076,21.631,25.710,0.828,0.884,0.819,0.880
9,0.102,0.070,22.181,25.947,0.838,0.890,0.842,0.887
10,0.098,0.066,22.523,26.183,0.847,0.895,0.848,0.893
11,0.090,0.056,22.869,26.727,0.858,0.901,0.856,0.907
12,0.088,0.054,23.228,27.078,0.865,0.910,0.871,0.913
13,0.084,0.054,23.518,27.182,0.874,0.913,0.878,0.916
14,0.081,0.050,23.783,27.524,0.877,0.919,0.885,0.921
15,0.080,0.049,24.024,27.619,0.882,0.921,0.893,0.922
16,0.077,0.046,24.244,28.303,0.886,0.927,0.899,0.934
17,0.075,0.044,24.435,28.131,0.892,0.927,0.902,0.931
18,0.067,0.041,24.639,28.644,0.894,0.932,0.904,0.938
19,0.066,0.041,24.821,28.773,0.898,0.934,0.905,0.940
20,0.064,0.037,24.992,29.061,0.900,0.938,0.910,0.943
