NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.269,0.255,13.758,18.225,0.291,0.753,0.001,0.005
2,0.239,0.128,18.608,23.094,0.659,0.875,0.557,0.545
3,0.179,0.095,21.953,26.386,0.783,0.907,0.689,0.730
4,0.125,0.065,24.080,28.498,0.854,0.933,0.761,0.821
5,0.098,0.051,25.511,29.885,0.894,0.948,0.805,0.864
6,0.080,0.043,26.538,30.200,0.918,0.950,0.834,0.878
7,0.072,0.037,27.348,31.265,0.933,0.958,0.852,0.903
8,0.066,0.032,27.987,32.048,0.944,0.963,0.864,0.917
9,0.059,0.029,28.497,32.292,0.950,0.965,0.874,0.922
10,0.053,0.027,28.975,32.856,0.951,0.968,0.890,0.931
11,0.049,0.027,29.368,33.077,0.956,0.969,0.896,0.933
12,0.045,0.025,29.704,33.639,0.960,0.972,0.902,0.942
13,0.043,0.024,30.034,33.729,0.964,0.972,0.910,0.942
14,0.040,0.023,30.338,33.937,0.965,0.973,0.913,0.945
15,0.038,0.022,30.609,34.356,0.967,0.975,0.918,0.950
16,0.036,0.021,30.885,34.532,0.969,0.975,0.927,0.951
17,0.034,0.021,31.119,34.543,0.971,0.975,0.928,0.952
18,0.033,0.020,31.347,34.617,0.971,0.976,0.931,0.952
19,0.031,0.019,31.563,34.953,0.973,0.977,0.935,0.956
20,0.030,0.019,31.750,35.023,0.973,0.977,0.937,0.956
