NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.169,0.198,13.792,17.152,0.399,0.736,0.552,0.148
2,0.121,0.145,18.241,21.977,0.622,0.802,0.763,0.654
3,0.101,0.091,20.005,23.399,0.692,0.832,0.823,0.724
4,0.097,0.092,21.433,25.607,0.728,0.861,0.882,0.821
5,0.077,0.066,22.940,26.942,0.771,0.880,0.904,0.873
6,0.070,0.056,23.799,27.665,0.799,0.891,0.913,0.892
7,0.067,0.053,24.326,27.883,0.812,0.892,0.921,0.892
8,0.061,0.045,24.849,28.589,0.829,0.905,0.926,0.906
9,0.061,0.045,25.302,28.865,0.842,0.904,0.934,0.908
10,0.054,0.041,25.741,29.144,0.855,0.911,0.940,0.915
11,0.051,0.037,26.071,29.820,0.864,0.920,0.942,0.925
12,0.046,0.038,26.358,30.067,0.863,0.924,0.947,0.928
13,0.044,0.035,26.630,30.495,0.869,0.929,0.949,0.935
14,0.042,0.033,26.909,30.558,0.876,0.930,0.951,0.935
15,0.042,0.033,27.127,30.681,0.879,0.932,0.954,0.937
16,0.041,0.031,27.356,30.947,0.886,0.933,0.956,0.941
17,0.040,0.030,27.566,31.184,0.893,0.936,0.959,0.943
18,0.039,0.030,27.756,31.444,0.897,0.938,0.960,0.946
19,0.037,0.029,27.949,31.613,0.898,0.940,0.961,0.948
20,0.035,0.028,28.114,31.779,0.901,0.942,0.963,0.949
