NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.235,0.187,18.953,22.657,0.650,0.867,0.094,0.664
2,0.176,0.127,24.132,27.881,0.787,0.917,0.556,0.881
3,0.147,0.098,27.162,30.556,0.855,0.940,0.716,0.933
4,0.122,0.072,29.019,32.483,0.889,0.951,0.772,0.956
5,0.100,0.065,30.487,33.508,0.915,0.956,0.832,0.965
6,0.091,0.051,31.488,34.617,0.932,0.964,0.837,0.973
7,0.081,0.046,32.256,35.360,0.945,0.969,0.856,0.977
8,0.070,0.047,32.845,35.386,0.951,0.968,0.877,0.976
9,0.064,0.045,33.393,35.786,0.957,0.970,0.888,0.978
10,0.059,0.038,33.917,36.531,0.960,0.974,0.895,0.981
11,0.057,0.037,34.288,36.826,0.964,0.975,0.900,0.982
12,0.052,0.038,34.653,36.902,0.966,0.975,0.905,0.982
13,0.048,0.033,35.030,37.448,0.970,0.978,0.909,0.984
14,0.046,0.029,35.337,37.941,0.973,0.980,0.911,0.985
15,0.043,0.029,35.605,38.235,0.975,0.981,0.916,0.987
16,0.041,0.027,35.805,38.447,0.973,0.981,0.923,0.987
17,0.040,0.025,36.037,38.845,0.976,0.983,0.925,0.989
18,0.039,0.023,36.276,39.195,0.974,0.984,0.932,0.989
19,0.037,0.021,36.524,39.419,0.976,0.985,0.935,0.990
20,0.034,0.022,36.716,39.344,0.978,0.985,0.939,0.990
