NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.305,0.318,11.510,16.365,0.373,0.745,0.001,0.001
2,0.218,0.152,16.718,20.539,0.621,0.792,0.342,0.502
3,0.170,0.133,18.727,22.563,0.699,0.812,0.458,0.641
4,0.162,0.128,20.310,23.801,0.712,0.823,0.629,0.718
5,0.136,0.092,21.855,25.539,0.764,0.854,0.672,0.787
6,0.116,0.089,22.643,26.224,0.800,0.868,0.695,0.820
7,0.112,0.080,23.214,26.779,0.824,0.877,0.722,0.837
8,0.098,0.077,23.776,27.227,0.846,0.885,0.739,0.851
9,0.097,0.070,24.282,27.828,0.844,0.895,0.768,0.867
10,0.086,0.068,24.675,28.033,0.857,0.897,0.778,0.870
11,0.083,0.063,25.083,28.577,0.872,0.903,0.797,0.885
12,0.080,0.061,25.464,28.835,0.878,0.908,0.814,0.890
13,0.074,0.060,25.753,29.113,0.887,0.913,0.818,0.897
14,0.072,0.057,26.052,29.200,0.893,0.913,0.829,0.898
15,0.068,0.055,26.319,29.437,0.897,0.916,0.840,0.903
16,0.067,0.053,26.543,29.532,0.899,0.918,0.848,0.906
17,0.065,0.052,26.794,29.689,0.903,0.919,0.856,0.910
18,0.061,0.053,27.011,29.936,0.907,0.924,0.860,0.913
19,0.062,0.050,27.211,30.080,0.910,0.926,0.866,0.916
20,0.057,0.050,27.415,30.227,0.917,0.928,0.868,0.918
