NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.218,0.169,16.428,19.941,0.596,0.800,0.051,0.322
2,0.184,0.161,20.325,22.756,0.695,0.826,0.254,0.536
3,0.171,0.140,21.720,25.174,0.709,0.843,0.487,0.746
4,0.137,0.126,23.287,26.168,0.772,0.850,0.534,0.779
5,0.136,0.096,24.316,27.000,0.777,0.860,0.641,0.817
6,0.129,0.092,24.937,27.506,0.794,0.867,0.673,0.830
7,0.118,0.083,25.488,28.006,0.811,0.872,0.682,0.849
8,0.114,0.080,25.943,28.532,0.820,0.882,0.728,0.859
9,0.110,0.075,26.371,28.752,0.831,0.884,0.742,0.865
10,0.099,0.070,26.714,29.147,0.842,0.889,0.747,0.880
11,0.089,0.067,27.043,29.317,0.848,0.891,0.767,0.882
12,0.086,0.062,27.322,29.614,0.853,0.896,0.778,0.889
13,0.081,0.060,27.608,29.806,0.859,0.899,0.791,0.893
14,0.079,0.061,27.851,30.107,0.864,0.902,0.800,0.900
15,0.077,0.055,28.080,30.219,0.870,0.906,0.809,0.902
16,0.071,0.056,28.281,30.546,0.874,0.908,0.814,0.908
17,0.071,0.054,28.475,30.788,0.876,0.911,0.825,0.913
18,0.069,0.053,28.648,30.900,0.882,0.912,0.829,0.915
19,0.066,0.051,28.822,31.006,0.886,0.914,0.834,0.917
20,0.064,0.048,28.991,31.222,0.888,0.916,0.841,0.920
