NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.173,0.168,16.396,20.555,0.515,0.803,0.204,0.068
2,0.152,0.146,20.368,24.808,0.712,0.868,0.516,0.529
3,0.129,0.123,22.334,26.211,0.769,0.887,0.606,0.602
4,0.122,0.098,23.137,27.215,0.794,0.892,0.668,0.667
5,0.116,0.082,24.062,28.312,0.798,0.911,0.733,0.730
6,0.104,0.079,25.107,28.701,0.814,0.913,0.791,0.751
7,0.104,0.074,25.758,29.280,0.838,0.923,0.820,0.781
8,0.088,0.060,26.311,30.321,0.851,0.927,0.831,0.827
9,0.082,0.060,26.719,30.499,0.862,0.931,0.843,0.836
10,0.078,0.056,27.098,30.718,0.870,0.933,0.852,0.845
11,0.076,0.056,27.512,31.041,0.879,0.936,0.867,0.853
12,0.073,0.050,27.843,31.120,0.889,0.936,0.878,0.854
13,0.065,0.046,28.143,31.618,0.896,0.941,0.883,0.867
14,0.065,0.043,28.417,31.896,0.904,0.944,0.888,0.875
15,0.064,0.041,28.660,32.238,0.905,0.946,0.894,0.885
16,0.062,0.039,28.863,32.340,0.907,0.947,0.898,0.889
17,0.060,0.036,29.063,32.575,0.910,0.948,0.900,0.894
18,0.058,0.037,29.236,32.787,0.915,0.950,0.901,0.899
19,0.059,0.033,29.404,33.053,0.916,0.953,0.906,0.904
20,0.057,0.033,29.568,33.125,0.919,0.954,0.908,0.906
