NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.255,0.248,14.935,19.069,0.312,0.711,0.015,0.011
2,0.196,0.141,19.126,22.800,0.655,0.823,0.439,0.372
3,0.162,0.142,21.831,23.548,0.789,0.835,0.630,0.474
4,0.140,0.105,23.317,25.740,0.851,0.870,0.710,0.648
5,0.127,0.088,24.271,26.245,0.882,0.880,0.749,0.675
6,0.106,0.073,24.998,27.043,0.902,0.895,0.770,0.721
7,0.095,0.069,25.579,27.531,0.898,0.903,0.802,0.754
8,0.081,0.065,26.111,27.917,0.909,0.909,0.816,0.773
9,0.074,0.053,26.546,28.705,0.917,0.918,0.826,0.809
10,0.069,0.048,26.922,29.147,0.921,0.923,0.840,0.826
11,0.064,0.045,27.282,29.455,0.927,0.928,0.848,0.834
12,0.063,0.044,27.607,29.716,0.931,0.932,0.857,0.844
13,0.060,0.042,27.885,29.957,0.934,0.935,0.864,0.852
14,0.057,0.038,28.145,30.239,0.937,0.938,0.870,0.862
15,0.055,0.036,28.361,30.603,0.941,0.940,0.877,0.874
16,0.052,0.036,28.591,30.781,0.941,0.943,0.884,0.878
17,0.051,0.034,28.797,31.066,0.943,0.946,0.888,0.885
18,0.049,0.031,29.010,31.173,0.946,0.948,0.893,0.887
19,0.048,0.030,29.193,31.489,0.947,0.949,0.896,0.894
20,0.045,0.028,29.373,31.714,0.949,0.951,0.900,0.899
