NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.241,0.127,15.778,19.816,0.689,0.876,0.081,0.552
2,0.158,0.168,20.773,24.479,0.808,0.908,0.702,0.842
3,0.104,0.074,24.575,28.564,0.877,0.940,0.744,0.924
4,0.094,0.056,26.792,30.625,0.893,0.957,0.843,0.949
5,0.073,0.035,28.791,32.829,0.916,0.961,0.890,0.969
6,0.064,0.026,29.819,33.837,0.931,0.968,0.908,0.976
7,0.059,0.025,30.778,34.282,0.940,0.970,0.922,0.977
8,0.056,0.024,31.504,34.866,0.947,0.971,0.929,0.980
9,0.043,0.017,32.312,35.659,0.949,0.974,0.938,0.983
10,0.039,0.017,32.968,36.324,0.957,0.975,0.943,0.985
11,0.034,0.017,33.582,36.442,0.962,0.976,0.948,0.986
12,0.032,0.016,34.063,36.676,0.965,0.977,0.951,0.986
13,0.030,0.014,34.461,37.089,0.968,0.978,0.954,0.987
14,0.029,0.014,34.762,37.229,0.971,0.979,0.955,0.988
15,0.023,0.014,35.076,37.488,0.972,0.980,0.958,0.989
16,0.022,0.014,35.397,37.563,0.974,0.980,0.961,0.989
17,0.021,0.012,35.666,37.982,0.976,0.982,0.962,0.990
18,0.020,0.012,35.907,38.175,0.977,0.982,0.964,0.990
19,0.019,0.012,36.118,38.414,0.978,0.983,0.963,0.991
20,0.019,0.011,36.271,38.526,0.980,0.983,0.964,0.991
